country,job_field,job_title,company_name,salary,remote_location,non_remote_location,job_description,rating,post_date,job_type
USA,software engineer,Software Application Development Engineer,Intel,Null,+3 locations,"Hybrid remote in Phoenix, AZ 85018+3 locations",3+ months of experience in object-oriented software design and development.,4.1,2022-08-12 20:54:36.408647,Full-time
USA,software engineer,Software Engineer II,Hulu,Null,+2 locations,"Santa Monica, CA 90404+2 locations","If you are someone who effectively moves between high-level concepts and low-level execution, then this is a great role for you!",3.8,2022-07-13 20:54:36.414763,Full-time
USA,software engineer,Software Engineer,SmartAsset,130000150000,+1 location,+1 locationRemote,"Deliver, as part of an Agile Delivery Team, secure, scalable, performant cloud services and applications.",4.1,2022-07-13 20:54:36.422014,Null
USA,software engineer,Software Development Engineer,Adobe,Null,+23 locations,"San Jose, CA+23 locations","As a full-stack developer, you’ll be an integral member of our Engineering team and have a strong technical background, participating in architecture…",4.3,2022-08-12 20:54:36.428473,Full-time
USA,software engineer,Software Engineer,Null,130000155000,+1 location,+1 locationRemote,Our suite of software tools will require engineers to build out significant portions of our data warehouse and pipelines using industry standard tools and…,Null,2022-07-13 20:54:36.434221,Null
USA,software engineer,"Platforms Software Engineer, Wirecutter",The New York Times,Null,Remote,Remote,"We focus on scale, reliability, performance and product agility, which means picking the right tool for the job, while also being pragmatic and flexible as…",4.0,2022-07-13 20:54:36.440032,Full-time
USA,software engineer,Junior Software Engineer,KBR,Null,Null,"Carlsbad, CA",KBR (Mission Integration Programs) is seeking Software Engineers for long term employment to develop breakthrough products and innovative software applications…,4.1,2022-07-30 20:54:36.445413,Full-time
USA,software engineer,Software Engineer I/II,Microsoft,Null,(Overlake area),"Redmond, WA 98052 (Overlake area)+64 locations","You will have opportunities to work on multiple layers of the technology stack, ranging from customer-focused user experience work, building scalable…",4.2,2022-08-09 20:54:36.451786,Full-time
USA,software engineer,Software Engineer I,Paychex,Null,+5 locations,+5 locationsRemote,"Develop, test, deploy, maintain and improve software to meet requirements.",3.6,2022-08-05 20:54:36.457774,Full-time
USA,software engineer,Software Engineer,CBS Sports,Null,+9 locations,"Remote in New York, NY 10036+9 locations","BS degree in Computer Science, similar technical field of study or equivalent practical experience.",3.9,2022-08-12 20:54:36.463666,Full-time
USA,software engineer,Software Research Engineer/Scientist - RET,Intel,Null,+2 locations,"Hillsboro, OR 97124+2 locations","Position also applies software engineering methods towards the investigation and solution of technical RET problems, utilizing principles and theories in…",4.1,2022-08-12 20:54:36.469790,Full-time
USA,software engineer,Software Engineer - Channel Moderation,"Twitch Interactive, Inc.",Null,+126 locations,"San Francisco, CA+126 locations",Develop features and care for the final user experience.,3.5,2022-07-13 20:54:36.475382,Full-time
USA,data analyst,Associate Data Analyst,DTE Energy,Null,+1 location,"Detroit, MI+1 location",Owns data cleansing and accuracy for various data elements used publicly.,3.9,2022-08-12 20:54:37.988494,Null
USA,data analyst,Sr. Risk Data Analyst,Upgrade,100000135000,Remote,Remote,Enhance data and analysis work by providing actionable insight to your manager.,3.2,2022-08-12 20:54:37.996333,Null
USA,data analyst,Marketing Analyst - Data collection,SpectrumAM,5060,Null,"San Antonio, TX 78232","Deep knowledge of data warehousing, and mining.",3.2,2022-08-12 20:54:38.004250,Null
USA,data analyst,Software Data Analyst,Pearson,4000058000,+51 locations,"Boise, ID 83756+51 locations",This position is ideal for a recent graduate from a 4-year university with a degree similar to software engineering.,3.7,2022-08-11 20:54:38.012239,Null
USA,data analyst,Business Data Analyst,University of Utah,4760090400,+2 locations,"Remote in Salt Lake City, UT 84112+2 locations","Interprets results using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining.",4.2,2022-08-12 20:54:38.022120,Null
USA,data analyst,"Technical Analyst, Data and Analytics",Pinterest,Null,(South of Market area),"San Francisco, CA 94103 (South of Market area)","Demonstrated experience extracting, manipulating and analyzing complex data using SQL or comparable languages.",4.2,2022-08-06 20:54:38.030229,Null
USA,data analyst,Planning & Equity Data Analyst,City of Seattle,41664848,(Downtown area),"Seattle, WA 98104 (Downtown area)",Analyzing existing conditions and trends using a wide range of quantitative data as well as data from community engagement and participatory research.,3.8,2022-08-12 20:54:38.039954,Null
USA,data analyst,Data Analyst,Hulu,Null,Null,"Santa Monica, CA","Familiarity with data exploration and data visualization tools like Tableau, Looker, Chartio, etc.",3.8,2022-07-13 20:54:38.045869,Full-time
USA,data analyst,Clinical Data Science Analyst,Regeneron,Null,+1 location,+1 locationRemote,"Provide computational and technical expertise on data storage structures, data mining, data cleaning, and data visualization.",3.7,2022-08-12 20:54:38.052360,Null
USA,data analyst,ITSM Process Data Analyst,Ascension,Null,+2 locations,+2 locationsRemote,"Knowledge of relational databases, data warehouses, data stores and data marts.",3.6,2022-08-12 20:54:38.058333,Full-time
USA,data analyst,Data Analyst - Multiple Locations,U.S. Bank,95540112400,(Downtown District area),"Englewood, CO 80110 (Downtown District area)+3 locations","Supporting continuous improvement through, identifying opportunities to uplift data collections, maintain data integrity, elevate reporting methodology and data…",3.6,2022-07-26 20:54:38.065273,Null
USA,data analyst,Junior Data Analyst,Bob's Stores,Null,Null,"Meriden, CT 06451",Proactively identify trends in data and make recommendations on operational improvements.,3.4,2022-08-12 20:54:38.071514,Full-time
USA,data analyst,Data Analyst,Null,Null,+6 locations,"Santa Monica, CA+6 locations","Familiarity with data exploration and data visualization tools like Tableau, Looker, Chartio, etc.",Null,2022-07-13 20:54:38.076340,Null
USA,data analyst,Data Analyst 4: 22-04635,Akraya Inc.,Null,+4 locations,"Remote in San Francisco, CA 94104+4 locations","Technical skills to manipulate and analyze data in a variety of formats (e.g. SAS, SQL, Access, JCL).",3.6,2022-08-12 20:54:38.082563,Contract
USA,data analyst,L'Oréal Travel Retail Americas- Business Data Analyst,L'Oreal,Null,Null,"Miami, FL",2-year experience in data management and business data analysis.,4.1,2022-07-20 20:54:38.087944,Full-time
