company_name,country,job_description,job_field,job_title,job_type,non_remote_location,post_date,rating,salary
JustGiving,United Kingdom,  Building rapport with external and internal customers throughout the product development process. A love of feedback - the capability to incorporate feedback…,product manager,Product Manager,full-time,Remote,2022-07-21,5.0,
UK Health Security Agency,United Kingdom,  Change management and service/product introduction. Experience in product development and agile ways of working. Manage day to day interaction with suppliers.,product manager,LFD/PCR Product Manager,undefined,Temporarily Remote,2022-08-13,,48859-62286
MasterCard,United Kingdom,  Proficiency with platform/product documentation. Owns and manages product documentation; enables self-service support and/or works to reduce overhead.,product manager,Product Manager - Technical,full-time,Hybrid remote in London,2022-07-17,4.0,
Places for People,United Kingdom,"  You should possess a track record in defining, implementing, and embedding a product management methodology and of leading and supporting successful delivery of…",product manager,Product Manager,undefined,Remote,2022-07-17,3.0,65000
Siemens,United Kingdom,  Full responsibility for Product Lifecycle Management of product range. UK interface with HQ (Germany) to manage new product introductions and range enhancements…,product manager,Product Manager - LV Control &amp; Switchgear,full-time,Manchester M20,2022-07-26,4.0,
McKinsey &amp; Company,United Kingdom,  You will lead a team of Product Specialists to help them reimagine their products and create new products. 9+ years of product development experience in agile…,product manager,Product Manager - Finalta,,London,2022-07-26,4.3,
Sky Betting &amp; Gaming,United Kingdom,"  As well as enhancing our new offerings, you'll be able to hone our existing products. You'll spot opportunities to drive customer centricity in every area of…",product manager,Product Manager,,Remote in Leeds LS1,2022-07-17,3.6,
allpay,United Kingdom,  Own and manage a portfolio of products and lead on developing new products/features into the marketplace. Understanding of allpay systems and products.,product manager,Product Manager,undefined,Hereford HR1,2022-07-23,3.2,27000-55000
Kiwi.com,United Kingdom,  You are able to identify product gaps and market opportunities. You have a passion for new technologies and digital products.,product manager,Group Product Manager (Airline Ancillaries),full-time,London,2022-08-15,,
MasterCard,United Kingdom,  Successful B2B product development and/or product owner experience (2+ years). Provide product ownership of Open Banking Connect (OBC).,product manager,Open Banking Connect - Product Manager,full-time,Hybrid remote in London,2022-08-03,4.0,
RNID,United Kingdom,"  Operational management for services or products, with the ability to redesign processes, amend existing process and plan and operationalise the stages of a new…",product manager,Product Manager,undefined,Remote,2022-08-13,4.7,40000-45000
N Brown,United Kingdom,"  Understanding of product market fit and the iterative process to creating products (minimum viable product, minimum marketable product etc).",product manager,Digital Product Manager New,undefined,Manchester,2022-08-16,2.9,45000
Burberry,United Kingdom,"  Define, monitor, and assess product initiatives through clear KPI’s; institute tight learning loop with business and technology teams via qualitative and…",product manager,Product Manager,,London,2022-07-17,3.7,
ShortList,United Kingdom,"  Fantastic understanding of product usability. Understanding of financial products, specifically lending. As a Product Manager, you'll undertake ownership for…",product manager,Product Manager,undefined,London+1 location,2022-08-10,,100000
Wise(formerly Transferwise),United Kingdom,"  Working with designers, developers &amp; analysts you’ll enable the team to ship the best product. Working with regional teams to deliver a global product which…",product manager,Senior Product Manager – Business Send,undefined,London,2022-07-20,,83000-105000
Automata,United Kingdom,"  Be the Product Manager for 1-2 full stack product teams (UX, FE, BE, Dev Ops, &amp; QA). That’s the challenge that this role is taking on.",product manager,Product Manager,,London N1+1 location,2022-08-16,,
LUSH Cosmetics,United Kingdom,  50% discount on products and spa. Previous experience with subscription-based product services. Experience building and launching digital e-commerce products.,product manager,Digital Product Owner and Project Manager,undefined,Remote,2022-07-30,4.0,55000-65000
Volkswagen Group,United Kingdom,"  In this role, you'll be accountable for ensuring that all products are accurately set up for ordering and all product information is accurate.",product manager,Product Manager,full-time,Hybrid remote in Milton Keynes,2022-07-21,4.1,
ZM Financial Systems,United Kingdom,  Lead projects focused on sourcing ideas for new products and product enhancements. Assist in product launch helping to drive successful delivery of our ESG…,product manager,VP - ESG Product Manager,full-time,London,2022-08-10,,
MasterCard,United Kingdom,  Strong experience in CX / product design. Understanding of product development concepts and practices. Support the development of our global Value Proposition…,product manager,"Manager, Product Experience Design",full-time,Hybrid remote in London,2022-08-11,4.0,
Bupa,United Kingdom,"  Complete annual product reviews and define actions to address business and customer risk, making sure that our obligations to keeping products up to date are…",product manager,Global Product Change Manager - Bupa Global,undefined,Brighton,2022-07-27,3.3,55000-60000
"JPMorgan Chase Bank, N.A.",United Kingdom,"  Ownership of a product from a release-oriented perspective, providing product leadership to the broader team through setting priorities and vision for planning …",product manager,Unity Case Experience Product Manager,permanent,Bournemouth,2022-08-02,3.8,
"JPMorgan Chase Bank, N.A.",United Kingdom,  The role will contribute to product definition and the product roadmap. Experience with payments and account products preferred.,product manager,JPM Payments - Onboarding Services Product Manager - VP - Ba...,permanent,London,2022-07-26,3.8,
Node4,United Kingdom,  Updating Node4 systems to support product updates and launches. Prepare product copy for use in multiple media types. Management of online training materials.,product manager,Junior Product Manager - Security,permanent,Reading,2022-08-12,4.5,
AmerisourceBergen,United Kingdom,"  The role of the product manager is to bring together business goals, customer need and technology solutions to create a best in class product that meets the…",product manager,Product Manager,full-time,Remote,2022-08-02,,
Deliveroo,United Kingdom,"  Have experience directly managing other product managers. Formed of engineers, data scientists, UX designers, product managers and partners including Care…",product manager,Group Product Manager - Care,,London,2022-08-11,3.3,
Wise(formerly Transferwise),United Kingdom,"  Identify cross-product opportunities and partner with other Senior Leads to kick off projects, and coach in delivery of these. You have advanced SQL skills.",product manager,Senior Product Analytics Manager – Regional Expansion,undefined,London,2022-08-10,,125000-150000
Volkswagen,United Kingdom,"  Collaborate with internal and external teams to understand what customers, retailers, brands, other VWFS departments and HQ want from new products and translate…",product manager,Fleet Product Manager- Electric Vehicles,undefined,Hybrid remote in Milton Keynes MK15,2022-08-05,4.1,60000
Colt Technology Services,United Kingdom,  Product lifecycle management; implementation of product strategy to ensure ongoing competitiveness and appropriate profitability of the product.,product manager,Product Manager,full-time,London,2022-08-16,4.0,
Thriva,United Kingdom,"  Line management of product managers across a group of product squads. Is data driven, has a strong understanding of product metrics, and brings a breadth of…",product manager,Group Product Manager,full-time,Hybrid remote in London,2022-07-27,,
Glide UK,United Kingdom,Are you an experienced Product Manager looking for your next challenge? Do you want to work for a leading managed service provider? About Us Glide started…,product manager,Residential Product Manager,permanent,Remote,2022-08-10,,
Volkswagen Group,United Kingdom,"  You will be responsible for providing detailed and performance analysis, providing insight and analytics from a product and customer perspective to equip the…",product manager,Product Support Manager,permanent,Hybrid remote in Milton Keynes,2022-07-26,4.1,
Arup,United Kingdom,"  You will possess a blend of business and commercial savvy and a desire to deliver, to make the product vision a reality. External Client facing Product Lead.",product manager,Senior Product Manager,,London,2022-08-11,4.1,
"JPMorgan Chase Bank, N.A.",United Kingdom,  3+ years in a product management role delivering outstanding products facilitating tangible $ generation. Open to hiring in product managers from a non-banking…,product manager,Product Manager - Credit eTrading -Associate,permanent,Hybrid remote in London,2022-07-27,3.8,
Jisc,United Kingdom,  Experience in product marketing and ideally experience in managing a product portfolio. Deliver the agreed product portfolio on time and within budget.,product manager,Product manager,permanent,Remote,2022-08-09,3.8,
"JPMorgan Chase Bank, N.A.",United Kingdom,  Support development the product strategy for unsecured lending product across revolving and installment credit.,product manager,Product Owner / Manager - Unsecured Lending,permanent,London,2022-07-26,3.8,
Tenzo,United Kingdom,"  Have experience running tests, assessing impact and then incorporating learnings into a product and roadmap. As our first full-time hire in product, you’ll help…",product manager,Product Manager,full-time,Remote in London W1U,2022-07-22,,
"JPMorgan Chase Bank, N.A.",United Kingdom,"  Manage client and competitor market research, develop product innovation roadmap, and address fundamental trials of product commoditization to create an…",product manager,Digital Markets - Digital Product Manager - Vice President,permanent,London,2022-07-28,3.8,
ASDA,United Kingdom,  Accountable for ensuring suppliers within product category meet Asda policies and deliver products against the agreed specifications and measuring supplier…,product manager,Product Development Manager - Fresh Food,full-time,Leeds LS11,2022-08-12,3.4,
Citi,United Kingdom,"  Additionally, this role will be responsible for the development of product plans, strategies, and tactics while coordinating product lines through product life…",product manager,UK Product Manager,full-time,London,2022-08-06,3.9,
BT,United Kingdom,"  Product management – full product life cycle management, from product strategy definition through to delivery and product performance, with responsibility for…",product manager,Mobile Product Manager,full-time,London,2022-08-13,3.7,
MasterCard,United Kingdom,  Defines success criteria for product acceptance; continuously reviews product demos with the product development team against acceptance criteria for the…,product manager,Product Manager - New Product Development,full-time,Hybrid remote in London,2022-08-11,4.0,
Megger,United Kingdom,  MyMegger benefits offering discounts and savings on hundreds of products and experiences. Associate Product Managers are also responsible for operationally…,product manager,Associate Product Manager,undefined,Dover CT17,2022-07-17,3.3,40000
EY,United Kingdom,"  Define product strategy including product diversification, features and options; Translate product strategy into detailed requirements.",product manager,Product Manager,,London SE1,2022-07-17,4.0,
Kaluza,United Kingdom,"  This team is one of our core platform engineering teams and provides tools, systems and workflows used by Kaluza's product teams to deliver quality software at…",product manager,Product Manager - Quality,undefined,London+1 location,2022-07-17,,57500-77500
Perpetua,United Kingdom,"  Define product strategy and optimize our customer experience using a variety of inputs, and clearly articulate rationale behind product decisions.",product manager,Product Manager,full-time,Hybrid remote in London,2022-08-16,,
The Coca-Cola Company,United Kingdom,  Manage the Away From Home channels product portfolio. You’ll be able to demonstrate previous experience of working on new product development and launches…,product manager,Product Manager (International Markets),full-time,Houghton Regis LU5,2022-07-27,3.9,
Amex,United Kingdom,  Translate product roadmap into well-defined product requirements/user stories and acceptance test criteria. Proven track record with consumer-facing product(s)…,product manager,Manager - Product Development,,Hybrid remote in London,2022-08-12,4.1,
Oscar Technology,United Kingdom,  Experience creating high-grade digital products. We've partnered with a client that is keen to make improvements to their website and mobile apps and looking…,product manager,Contract Product Manager | £500,contract,London,2022-08-05,,
Danone,United Kingdom,  Management of the product roadmap and backlog for all digital products. Partner with business owners and agile product teams to build product roadmaps that will…,product manager,Digital Product Manager,,London,2022-08-04,4.1,
LEGO,United Kingdom,"  Building an autonomous product team, and promoting a continuous delivery culture focused on customer outcomes with measurable key results.",product manager,Product Manager,,Hybrid remote in London,2022-07-17,4.2,
AccessPay,United Kingdom,"  Being the ‘Go To’ authority for your product area. Incorporating data, research and market analysis to inform product strategies and roadmaps.",product manager,Product Manager,undefined,Manchester,2022-07-17,,50000-60000
Amex,United Kingdom,"  Experience in software product management throughout the product lifecycle; from discovery to optimization, product delivery and maintaining product health.",product manager,Senior Product Manager,,Hybrid remote in Burgess Hill,2022-07-24,4.1,
Amex,United Kingdom,  Translate software product roadmap into minimum viable product iterations. Enthusiasm and passion for great products and services and an ability to articulate…,product manager,Product Manager,,Hybrid remote in London,2022-07-17,4.1,
Propel Together,United Kingdom,  5+ years of Product experience and experience leading product teams &amp; setting product vision &amp; strategy. Experience building mobile first products is desirable.,product manager,"Lead Product Manager – High-growth FinTech, Crypto Scale-up...",undefined,Remote in London,2022-08-02,,95000-120000
Thales,United Kingdom,  In this role you will have responsibility for product planning and execution throughout the product lifecycle. Hold key product decision reviews.,product manager,Digital Product Manager,part-time,Reading,2022-08-10,3.9,
Disneyland Paris,United Kingdom,"  Work closely with the Walt Disney Travel Company Product Owner to develop a DLP product roadmap, ensuring key products and features for B2C and B2B are…",product manager,Product and Commercial Manager,,Hybrid remote in London,2022-08-03,4.2,
HSBC,United Kingdom,"  Driving product and proposition development, pricing, retention, service, communication and product management across both Expat and Domestic brands.",product manager,Product Manager FX and Transactional Banking,permanent,Jersey,2022-08-09,4.0,
LexisNexis,United Kingdom,  Manage product portfolio – periodically review and optimise our product set. Manage customer experience – liaise with GTM teams to optimise customer experience…,product manager,Product Manager,full-time,Farringdon+1 location,2022-07-19,3.7,
Starbucks,United Kingdom,"  Working closely with the product managers and product owners of technology in EMEA and in Global, this role focuses on developing strategic and tactical plans…",product manager,product manager - digital 12 month fixed term contract,full-time,Hybrid remote in London,2022-08-11,3.9,
Sainsburys,United Kingdom,  Knowledge of technical product development principles and methodologies. All decisions related to delivering the roadmap for the product.,product manager,Product Manager - Basket Pricing Engine,permanent,London EC1N,2022-08-10,3.6,
MasterCard,United Kingdom,  The candidate will use their payments and product development expertise in refining new product opportunities to fit the needs of Mastercard’s customers and…,product manager,"Manager, Product Development, Central Bank Digital Currencie...",full-time,Hybrid remote in London,2022-07-17,4.0,
Blu Digital,United Kingdom,"  Our client, a health and wellness business which has just received investment is currently looking to recruit an Ecommerce Product Manager paying up to £50,000.",product manager,Ecommerce Product Manager - 100% Remote,undefined,+1 locationRemote,2022-07-17,,50000
SoftwareONE,United Kingdom,"  Drive strategy and product development within your practice area. Good working knowledge of product management standards and methodologies, including Agile.",product manager,Global Product Manager - M365,full-time,Remote in London EC1A,2022-07-17,3.7,
"JPMorgan Chase Bank, N.A.",United Kingdom,"  You will also play a key role in building up the product discipline and defining product strategy, aligned with the firm's vision.",product manager,Cloud Observability Product Manager,permanent,Glasgow,2022-08-06,3.8,
UST Global,United Kingdom,"  Experience fostering collaboration across diverse, multidisciplinary service or product delivery team. Experience clearly defining outcomes for (or problems…",product manager,Product Manager I,full-time,Leeds,2022-08-04,3.7,
FUJIFILM Diosynth Biotechnologies,United Kingdom,"  Manage the assigned manufacturing stream, producing clinical or commercial batches of multiple products. The Manufacturing Manager is responsible for ensuring…",product manager,Manufacturing Manager,full-time,Billingham TS23,2022-08-13,3.7,
Transport for London,United Kingdom,"  You will support the team by bringing together stakeholders from across TfL to define ambitious, compelling product portfolio roadmaps that meet business and…",product manager,Product Manager,undefined,London,2022-08-03,4.1,52000
HOLT EXECUTIVE,United Kingdom,  Provide hardware strategy inputs to the product strategy team and ensure alignment. Responsible for the P&amp;L for the products within his/her ownership.,product manager,Senior Product Manager (6-Month Interim) – Telecommunication...,undefined,London,2022-08-10,,700-800
Meta,United Kingdom,"  Experience with product development lifecycle and working with product or technical teams. Build cross-functional relationships across product, communications,…",product manager,Product Policy Manager - WhatsApp,,London,2022-07-17,4.1,
Citi,United Kingdom,"  Develop commercial strategies for specific products. The candidate will help develop and execute product strategy, deliver internal initiatives, engage in…",product manager,Digital Assets Product Manager,full-time,London,2022-07-17,3.9,
Hymans Robertson LLP,United Kingdom,"  Experience of financial services products would beadvantageous. Experienced at a leadership level, involved in the deliverythrough a full product lifecycle…",product manager,Product Manager,,Glasgow,2022-08-03,4.0,
Ocado Group,United Kingdom,"  We're looking for an NPI Project Manager to take accountability for managing all aspects of new product design into manufacture, the transfer of products to…",product manager,Project Manager (New Product Introduction),,Hybrid remote in Hatfield,2022-07-19,3.0,
Clarksons Platou,United Kingdom,"  Be a product leader, sharing your work with leadership. Guide implementation of product analytics tools and create actionable plans on outcomes.",product manager,Associate Product Manager,permanent,London,2022-08-04,4.5,
Pertemps Network Group,United Kingdom,"  Monitor product goals, define KPIs and conversion funnels to support decision making and demonstrate the impact of product changes7.",product manager,Junior Product Manager,undefined,Hybrid remote in London,2022-07-17,3.5,40000-55000
MasterCard,United Kingdom,  Work with the product teams to facilitate the deployment of Loyalty products in markets; review new product concepts and assess product delivery /…,product manager,Manager Product Delivery,full-time,Hybrid remote in London,2022-08-03,4.0,
Solo Search,United Kingdom,"  Perform analyses, assessing product strengths and weaknesses relative to opportunities and threats to develop and maintain a product vision.",product manager,Product Manager - NHS/Healthcare - United Kingdom,undefined,Remote,2022-08-06,,70000
Moody's Investors Service,United Kingdom,  Lead projects focused on sourcing ideas for new products and product enhancements. Assist in product launch helping to drive successful delivery of our ESG…,product manager,VP - ESG Product Manager,full-time,London,2022-08-10,3.6,
British American Tobacco,United Kingdom,"  Maintains a network of contacts in LEX, Product and R&amp;D, and in the regulatory groups of other tobacco companies (where required), to enable the stewardship of…",product manager,Product Compliance Assessment Manager,permanent,Southampton,2022-08-04,4.4,
Thames Valley Police,United Kingdom,"  In this new and exciting role you will lead the operation, development, support and performance of a system or function within the joint Integrated Systems…",product manager,"Product Manager (4 Posts, based at Kidlington or Netley)",undefined,Kidlington,2022-07-30,3.6,53705
S&amp;P Global,United Kingdom,  2+ years of experience working with SaaS products. Support the creation of the product development roadmap and backlog.,product manager,Infrastructure Product Manager,full-time,Inverness,2022-08-12,3.9,
HSBC,United Kingdom,  Great people manager – able to work with local and remote teams. Working with HR leaders and architects to define and prioritise a product backlog that will…,product manager,Technical Product Manager for Learning,permanent,Hybrid remote in Sheffield,2022-08-16,4.0,
Marks &amp; Spencer,United Kingdom,"  Supporting in developing and promoting sustainable and scalable products. Experience working in a lean, agile or product-led environment.",product manager,Assistant Commercial Product Manager,permanent,London,2022-08-04,3.8,
"JPMorgan Chase Bank, N.A.",United Kingdom,  Experience working with products that harness large data sets. You have strong analytical and management skills and the ability to independently own products or…,product manager,Technical Product Manager - Data,permanent,London,2022-07-31,3.8,
Meta,United Kingdom,"  Experience working with product to define product strategy and product requirements. Help drive product strategy through strategic partnerships with businesses,…",product manager,"Strategic Product Partnerships Manager, Business Messaging,...",,London,2022-07-17,4.1,
Deloitte,United Kingdom,"  Production and organisation of product documentation. Working within the Assurance Ventures team, your role will be to manage the ongoing delivery of a number…",product manager,"Assistant Product Manager, Assurance Ventures, Audit &amp; Assur...",permanent,Birmingham,2022-07-17,3.9,
Xplor,United Kingdom,"  Experience building web products with a demonstrated ability to drive product planning, development and launch. Have a deep understanding of SaaS software.",product manager,Product Manager – Payments UK and EU,full-time,Remote in London,2022-07-24,,
Ocado Group,United Kingdom,"  Experience defining product roadmaps, building collaboratively with design and engineering peers, and shipping value-driven products at scale.",product manager,Product Manager - Ecommerce,,Hybrid remote in Hatfield,2022-07-20,3.0,
Oscar Technology,United Kingdom,"  In this role, you will launch products and features, test their performance and effectively maintain the quality of the features you manage.",product manager,Product Manager,undefined,Remote in Taunton+3 locations,2022-08-13,,50000-60000
YOOX NET-A-PORTER GROUP,United Kingdom,"  At least 4-5 years’ practical experience in product management in online, product, ecommerce or equivalent, with a demonstrable track record in managing and…",product manager,Product Strategy Manager,full-time,London,2022-08-02,3.3,
Pernod Ricard,United Kingdom,  Providing inventory analysis on new product developments. This role reports to the Head of Inventory and has a team of five direct reports.,product manager,Inventory &amp; VI Manager,full-time,Dumbarton,2022-08-12,4.3,
Scrumconnect Consultancy,United Kingdom,  Previous product manager experience be used to working in an agile way and GDS way. Scrumconnect consultancy are an award winning consultancy who are looking…,product manager,Product Manager / Agile Product Owner,,Remote,2022-07-17,,
Siemens,United Kingdom,"  The team is responsible for managing and communicating customer and market requirements, helping shape product direction, and promoting and educating the field…",product manager,Technical Product Manager – Simcenter STAR-CCM+,full-time,London,2022-07-17,4.0,
Consortia,United Kingdom,"  With a budget to invest in L&amp;D and training, and reporting directly to the Head of Product, this is a perfect opportunity for someone who wants to take their…",product manager,Associate Product Manager,undefined,Remote in London,2022-07-29,,45000
"JPMorgan Chase Bank, N.A.",United Kingdom,  Experience working with products that harness large data sets. You have strong analytical and management skills and the ability to independently own products or…,product manager,"Product Manager Lead, Data - VP",permanent,London,2022-07-28,3.8,
"JPMorgan Chase Bank, N.A.",United Kingdom,"  The Account Solutions Product Manager is accountable for driving and delivering on the product strategy for physical and virtual account solutions, product…",product manager,JPM Payments Product Manager - Associate / Vice President (L...,permanent,London,2022-07-27,3.8,
Oscar Technology,United Kingdom,  Experience creating high-grade digital products. Creating soluitons and problem solving. Understanding of management told and processes.,product manager,Product Manager | Outside IR35 | £500,contract,London,2022-08-12,,
Vodafone,United Kingdom,"  You will work primarily in scrum teams defining and executing the eCommerce product roadmap, writing user stories, inputting into the definition of, and owning…",product manager,Digital Product Manager - Ecommerce,full-time,London,2022-08-08,3.9,
Talogy Limited,United Kingdom,"  Developing product roadmaps and working with cross-functional teams (business, program managers, product, development, UX, analytics, etc.).",product manager,Product Manager,full-time,Remote in Guildford GU2,2022-07-17,,
Ralph Lauren,United Kingdom,  Develop comprehensive knowledge of Ralph Lauren’s customer and business as well as maintain an awareness of competitive products and industry trends to…,product manager,"Digital Technology Product Manager, Home (UK)",,London,2022-07-17,3.8,
NECSWS,United Kingdom,"  The product owner for NEC Housing key modules; Advanced practical skills with standard range of Microsoft Office products, including :",product manager,Homebased Housing Product Manager,full-time,Remote in Manchester,2022-07-30,3.6,
Satalia,United Kingdom,  Analyse competitor products and ventures. Experience in product research and discovery. Have experience building B2B enterprise products from scratch.,product manager,Innovations Product Manager,full-time,Remote in London N1,2022-07-31,,
LEGO,United Kingdom,"  Proven experience within digital product management/digital product ownership. Combine your technical understanding, product management knowledge and strategic…",product manager,Product Manager – Internal Communications – London – United...,,Hybrid remote in London,2022-08-05,4.2,
"JPMorgan Chase Bank, N.A.",United Kingdom,"  We are looking for a person who will be a strong lead for our product and delivery management for this area. Experienced in product management, preferably with…",product manager,Product Manager (Data &amp; Analytics) - Vice President,permanent,London,2022-07-30,3.8,
Euromoney Institutional Investor PLC,United Kingdom,  Commercial planning and project management for information services and data products working alongside agile product development teams.,product manager,Product Manager,permanent,London EC4Y,2022-08-16,3.7,
"JPMorgan Chase Bank, N.A.",United Kingdom,"  Our team consists of product managers, designers, developers and business representatives. You have experience building high-quality, enterprise-level digital…",product manager,Product Manager - Digital Platform - Vice President,permanent,London,2022-07-22,3.8,
Exinity,United Kingdom,"  Drive product launches including working with marketing and customer teams, executives, and other product management team members.",product manager,Product Manager,full-time,Hybrid remote in London,2022-08-12,,
Joseph Joseph,United Kingdom,  Defining target RRP’s and proposing product ranges. Managing product costs in-line with margin targets. Strong product development experience with a proven…,product manager,Product Design Manager,full-time,London SE1,2022-07-31,,
Head Office,United Kingdom,"  Experience managing complex products/dependencies. As a member of our Shopping Journeys Product Domain, you will be accountable for leading the full life-cycle…",product manager,"Digital Product Manager, Beers, Wines &amp; Spirits",undefined,Hybrid remote in Bracknell RG12,2022-08-05,,53000-80500
Solys,United Kingdom,  Contribute to our products and offers inside and outside Veolia. Support technically VWT’s workshop to manufacture and improve standard products.,product manager,Product Manager - Pharma,full-time,Hybrid remote in Stoke-on-Trent,2022-08-13,,
Case New Holland Industrial,United Kingdom,  Maintain competitive positioning document for given product portfolio that highlights key selling features and product gaps. Good level of public speaking.,product manager,New Holland Global Product Manager (Medium Tractors),permanent,Basildon,2022-07-17,3.7,
Amazon UK Services Ltd.,United Kingdom,  Own the product operating metrics. Define product strategy for Amazon Freight growth and new country expansions. Data Analytics and SQL skills.,product manager,"Senior Product Manager, Amazon Freight",full-time,London,2022-07-30,3.5,
P&amp;O Ferries,United Kingdom,  Previous experience of managing multiple digital products in a large organisation. You will be defining the departmental digital roadmap and capture the needs…,product manager,Product Manager,undefined,Remote,2022-07-17,3.6,35200-44000
JSL Solutions Ltd,United Kingdom,"  They are looking for an experienced product manager to help take their product offering to the next level. For the ideal person, the role can be a remote role,…",product manager,Product Manager,undefined,Remote in Sheffield+1 location,2022-07-17,,35000-40000
Education Software Solutions,United Kingdom,  Continuously promote best product practises within the ParentPay product community to foster newways of working and ensure we deliver successful products.,product manager,Product Manager,permanent,Remote in Victoria SW1V,2022-07-17,,
L'Oreal,United Kingdom,"  Present the brand and its latest innovations in key meetings such as Retailer Strategy Meetings, Sales Drives, etc., bringing the products to life and making…",product manager,Senior Product Manager – Youth To The People (YTTP),full-time,Hybrid remote in London,2022-08-16,4.1,
