company_name,country,job_description,job_field,job_title,job_type,non_remote_location,post_date,rating,salary
D2L,Canada,"  You should have demonstrated expertise in Product Management including product planning, market research, competitive analysis, product positioning, enablement,…",product manager,Product Manager,full-time,"Remote in Kitchener, ON",2022-07-31,3.1,
TELUS,Canada,"  Provide product and delivery support to marketing, sales, operations and back office teams. Help champion and build positive relationships with our partners to…",product manager,Sr Product Manager,full-time,"Vancouver, BC+1 location",2022-07-26,3.9,
CGI Inc,Canada,  Provide vision and direction to the Agile development team and stakeholders throughout the project and create requirements. Creative thinker with a vision.,product manager,Product Owner,full-time,"Toronto, ON+1 location",2022-08-11,3.6,
Athennian,Canada,"  Socialize product updates with customers and internal stakeholders. Demonstrated experience of being a product manager, product owner, or other related…",product manager,Product Manager,full-time,Remote,2022-07-17,,
Neo Financial,Canada,"  Drive the direction of our internal data products, allowing all teams at Neo to leverage our data in their day to day decision making, as well as planning for…",product manager,Senior Product Manager - Data,full-time,"Calgary, AB",2022-08-11,3.9,
Ubisoft,Canada,  Collaborate with product and development management to build the long-term vision and roadmap for your products.,product manager,Product Manager - Anvil Pipeline,full-time,"Montréal, QC",2022-07-17,3.8,
Deloitte,Canada,"  Expertise in Software Product Management disciplines such building roadmaps, systems operations, and regular maintenance cycle management.",product manager,Product Manager,,"Toronto, ON",2022-07-17,3.9,
Xplor,Canada,"  Reporting into the Product Team Lead, you’ll help us manage end-to-end product lifecycles, including writing product requirements to guide developers and QA,…",product manager,Product Manager,full-time,"Remote in Vancouver, BC",2022-07-29,,
Rogers Communications,Canada,"  Demonstrated proficiency in the competencies required for an effective product manager (i.e. business acumen, customer centric, innovative, strong analytical…",product manager,Product Manager,full-time,"Toronto, ON",2022-08-13,3.7,
Abbott Laboratories,Canada,"  This includes product launch plans, product specific sales incentive plans when required as well as market share growth programs.",product manager,Product Manager Endovascular (Mississauga),full-time,"Mississauga, ON",2022-08-06,3.9,
Scotiabank,Canada,  3-5 years of experience working as a product manager shipping consumer facing software solutions; experience with digital help &amp; support technologies and…,product manager,"Senior Digital Product Manager, Scotia Digital",full-time,"Remote in Toronto, ON",2022-08-15,3.9,
Mimecast,Canada,  Shorter time to market for new products and features. Proven current/previous experience in a similar role as a Senior Product Manager for SaaS platforms with…,product manager,Senior Product Manager - Platform UI,full-time,Remote,2022-08-16,,
KAR Global,Canada,  Assist business stakeholders in the development of a strategic roadmap for the Marketplace platform to deliver best in class service to our customers and…,product manager,Associate Product Manager,full-time,"Remote in Toronto, ON",2022-08-03,3.1,
AcceptLocal Online,Canada,"  The selected candidate is expected to have a minimum of 2 years of experience . She or he will be working with UX, mobile and platform development teams.",product manager,Product Manager,,"Toronto, ON",2022-07-17,,
VanHack,Canada,"  Develop, define, and champion product strategy and the product outcome within your product team (design, development, product management).",product manager,Product Manager,,"Toronto, ON",2022-08-04,,
Google,Canada,"  Experience developing and launching products and technologies within Cloud, SaaS, enterprise, internal tools or supply chain networks.",product manager,"Product Manager, Google Cloud",full-time,"Waterloo, ON",2022-07-17,4.3,
Motorola Solutions,Canada,"  Ensuring internal stakeholders clearly understand product requirements through clear elaboration of the customer problems to be solved, use cases being…",product manager,Product Manager,full-time,"Vancouver, BC",2022-07-29,4.1,
PointClickCare,Canada,"  Building and managing strategic relationships with internal product and Go-To-Market teams, and external stakeholders.",product manager,Product Manager,full-time,"Remote in Mississauga, ON",2022-07-17,3.7,
NRG,Canada,"  Drive the execution of all product lifecycle processes for products, including product research, market research, competitive analysis, planning, positioning,…",product manager,Product Manager,,"Calgary, AB",2022-07-17,3.8,
Microsoft,Canada,  O Own one of the core competitive product Metrics in Bing. O Deliver such analyses every month working with product leaders across Bing.,product manager,Product Manager 2,full-time,"Vancouver, BC",2022-07-17,4.2,
LifeLabs,Canada,"  Championing customer-driven solutions, aligning priority initiatives and making critical commercial decisions that guide the marketing, business, operations,…",product manager,"Manager, Product Development - Full Time - Remote",full-time,"Remote in Toronto, ON",2022-08-11,3.3,
Dapper Collectives,Canada,  Rapport and influence with internal and external stakeholders through active listening and articulating multiple points of view.,product manager,Product Manager (Dapper Collectives),full-time,Remote,2022-07-17,,
Buckzy Payments,Canada,  Track product metrics to assess the performance and take corrective action. Effectively resolving questions about your portfolio of products from customers and…,product manager,PRODUCT MANAGER,,"Toronto, ON",2022-07-17,,
Perpetua Labs,Canada,"  Define product strategy and optimize our customer experience using a variety of inputs, and clearly articulate rationale behind product decisions.",product manager,Product Manager,full-time,"Remote in Toronto, ON",2022-08-16,,
Veeva Systems,Canada,"  Become the subject matter expert for internal audiences and external customers. Cultivate the roadmap for your product areas, collaborate closely with cross…",product manager,Product Manager,,"Toronto, ON",2022-07-23,,
TELUS,Canada,  You have the ability to develop strong relationships and collaborate effectively with a multitude of stakeholders.,product manager,Product Manager - Koodo Pricing,full-time,"Toronto, ON",2022-07-17,3.9,
Allocadia,Canada,  Work collaboratively with key stakeholders from development to go-to-market teams to drive results that impact the business.,product manager,Product Manager (remote – north america),,"Remote in Vancouver, BC",2022-08-07,,
Procter &amp; Gamble,Canada,  Experience managing external relationships with regulators and other stakeholders. Developing assessments and strategies in support of current business and new…,product manager,Regulatory Manager - Global Product Stewardship,full-time,"Hybrid remote in Toronto, ON",2022-08-13,4.1,
Achievers,Canada,"  Collaborate with internal stakeholders and customers to identify, access, specify, and prioritize product opportunities.",product manager,"Product Manager, Mobile",full-time,"Toronto, ON",2022-08-10,4.0,
TELUS,Canada,"  4+ years of experience in customer marketing, product marketing, market research, market intelligence, or project management.",product manager,"Product Manager, Competitive Intelligence",full-time,"Toronto, ON",2022-07-17,3.9,
Loblaw Companies Limited,Canada,"  Experience in retail operations is preferred but not required. You have a customer first approach to building products, leveraging research and data paired with…",product manager,Senior Product Manager,full-time,"Toronto, ON",2022-08-16,3.4,
Johnson &amp; Johnson,Canada,  The complex account selling environment requires the APM to effectively collaborate with multiple internal stakeholders to achieve defined objectives with the…,product manager,Associate Product Manager (APM) - J&amp;J Vision Surgical,,"Markham, ON",2022-07-17,4.2,
TELUS,Canada,"  Collaborate with architecture, product management and development teams to understand feature roadmap and technical requirements.",product manager,Product Manager - Virtual Pharmacy,full-time,"Remote in Toronto, ON",2022-07-23,3.9,
Flow,Canada,"  8+ years of combined engineering and technology product management experience in core infrastructure products from conception to launch (e.g. databases, queuing…",product manager,Senior Product Manager (Flow Core Protocol),full-time,Remote,2022-08-06,3.9,
NOKIA,Canada,"  You will gather, analyze and distribute intelligence on products, market conditions, and competitors for business decision-making.",product manager,Product Line Manager-Competitive Analysis,,"Hybrid remote in Ottawa, ON",2022-08-10,4.1,
Veeva Systems,Canada,"  Become the voice for your product as the subject matter expert for internal audiences and external customers. Demonstrated ability in product discovery, design,…",product manager,Senior Product Manager,,"Remote in Toronto, ON",2022-08-12,,
Johnson &amp; Johnson,Canada,  Complete product life cycle management across all elements of the portfolio. Lead and coordinate new product launches &amp; short term pipeline planning.,product manager,"Product Manager Spine - Markham, Ontario - DePuy Synthes Inc...",,"Markham, ON",2022-07-29,4.2,
Loblaw Companies Limited,Canada,"  2-3+ years of product management or ad operations experience with at least 2 years’ experience at a publisher, ad/marketing technology company or in a retail…",product manager,Product Manager,full-time,"Toronto, ON+1 location",2022-08-04,3.4,
EY,Canada,"  Build and maintain strong relationships with client and key stakeholders as a trusted expert. Present analysis, insight, and recommendations to assist…",product manager,Manager - Product Owner,,"Remote in Toronto, ON",2022-07-17,4.0,
LifeWorks,Canada,"  You will be part of roadmap planning to ensure a holistic customer experience and professional operations. Where permitted by law, LifeWorks employees must be…",product manager,Product Manager,full-time,Remote,2022-08-10,3.1,
Cinchy Inc.,Canada,"  Assist in building an innovative product culture across the organization. Ability to work cross-functionally, collaborating to identify opportunities to improve…",product manager,"Product Manager, Platform &amp; Connectors",full-time,"Toronto, ON",2022-07-17,5.0,
ThinkOn,Canada,  Act as the product champion and evangelize the product vision effectively to all internal and external stakeholders and participate in key customer and prospect…,product manager,Product Manager (Remote - USA and Canada),full-time,"Remote in Toronto, ON",2022-07-20,4.0,
Fable,Canada,"  Having experience incorporating user research into your product development process. Working on a product in the user research space, compliance space, or a…",product manager,"Product Manager, Fable Engage",full-time,"Toronto, ON+1 location",2022-07-17,,
Arc'teryx,Canada,"  Establishing project briefs in collaboration with stakeholders and the Senior Project Manager, Product. Developing a longer-term project roadmap and prioritized…",product manager,"Product Manager, Merchandise Planning",full-time,"Vancouver, BC",2022-08-03,3.7,
Coast Capital Savings,Canada,"  Lead product development, provide input on product direction, i.e. enhancing and consolidating current products. Solid knowledge of everyday banking.",product manager,"Product Manager, Deposits",full-time,"Hybrid remote in Surrey, BC",2022-08-11,3.7,
CSA Group,Canada,"  Ability to research, propose, and execute effective digital product plans. They work with internal and external stakeholders to identify market needs and…",product manager,Digital Product Manager,full-time,"Toronto, ON",2022-08-13,,
Jonas Software,Canada,  Respond to product-related questions from internal Jonas personnel. Manage miscellaneous product developments projects on an as needed basis.,product manager,Product Manager,full-time,"Markham, ON",2022-08-11,3.2,
TELUS,Canada,"  As the Technical Product Manager, you will be accountable for the team’s mandate to build a new suite of payments capabilities as products for our internal…",product manager,"Manager, Payments: Technical Product Manager",full-time,"Remote in Edmonton, AB",2022-08-07,3.9,
Klue,Canada,"  Conducting both quantitative and qualitative research to inform product decisions and prioritization. Collaborating with other product managers, engineers, and…",product manager,Senior Product Manager,full-time,Remote,2022-07-17,5.0,
Tread,Canada,  Continue to define Tread's product vision and prioritize product features. Comfortable meeting with customers to understand their product needs and perform…,product manager,Product Manager,full-time,"Remote in Toronto, ON",2022-07-17,,
Scotiabank,Canada,"  The Manager, Global Fixed Income, Product Control is responsible for the day-to-day operations, processing and assigned book level analysis within the Product…",product manager,"Manager, GFI Product Control",,"Toronto, ON",2022-08-16,3.9,
iA Groupe financier / iA Financial Group,Canada,"  You will establish relationships and work with various stakeholders (Business &amp; Technology) to shape opportunities into small, deliverable work units in line…",product manager,Digital product manager,,"Remote in Toronto, ON",2022-08-12,3.6,
TD Bank,Canada,"  Apply judgement, discretion and collaborate with internal partners to navigate and resolve ambiguous issues. Oversee the development and ongoing analysis for a…",product manager,"Manager, Analytics Product Owner",full-time,"Toronto, ON",2022-08-13,3.8,
Ericsson,Canada,  The development and operations of services are carried out by SA C&amp;A IaaS + PaaS line units which you give assignments to. TCO responsibility for the portfolio.,product manager,Strategic Product Manager,,"Montréal, QC",2022-08-01,4.1,
Reach Mobile,Canada,  Manage agile product development process from product management point of view. Maintain and prioritize the product backlog and track feature releases with…,product manager,Product Manager,,"Ottawa, ON",2022-07-17,,
Google,Canada,  Experience developing B2B internet products and technologies. 3 years of Product management experience with a focus on software products and technologies.,product manager,"Product Manager, Firebase, Remote Build Services",full-time,"Remote in Waterloo, ON",2022-07-17,4.3,
Lululemon,Canada,"  You have an informed point of view and are an expert on the existing market, future macro/meso/ micro trends, an deep understanding of technology, research,…",product manager,"Project Manager, Product Innovation",,"Vancouver, BC",2022-07-17,4.2,
Global Excel Management,Canada,  Partner with internal and external stakeholders to define requirements needed to create and manage product roadmaps; Ensure QA efforts cover product features;,product manager,Product Manager - Digital Transformation,full-time,"Sherbrooke, QC",2022-08-09,3.4,
Rakuten Kobo Inc.,Canada,"  Your day-to-day tasks include research, writing user stories, planning initiatives, defining product iterations, being responsible for managing a product…",product manager,Product Manager (9 month contract),full-time,"Remote in Toronto, ON",2022-08-06,3.9,
Clearpath Inc.,Canada,  You have been building software products for a while and have 3 years’ experience shipping products as a product manager. Work-life balance (flexible hours).,product manager,Product Manager,full-time,"Kitchener, ON",2022-07-27,4.4,
Proofpoint,Canada,  Utilize data analytics to identify areas of product improvement and serviceability for support. Proofpoint is seeking an experienced Manager of Product Support…,product manager,"Manager, Product Support",full-time,"Toronto, ON",2022-08-03,3.6,
SnapTravel,Canada,"  You have worked on consumer-facing products with a strong awareness of product-building areas including engineering, design, analytics, and user research…",product manager,Senior Product Manager – eCommerce Shop (Remote),full-time,"Remote in Toronto, ON",2022-07-30,,
Hudson's Bay,Canada,"  The Group Product Manager (GPM) is responsible for leading a team of product managers to deliver and execute the product vision, strategy, objectives &amp; key…",product manager,Group Product Manager,full-time,"Toronto, ON",2022-07-17,3.5,
Equinix,Canada,  Participates in regular touch points with key internal stakeholders and customers to solicit feedback for new product ideas and improvements to existing product…,product manager,Associate Product Manager - Colocation - Americas,full-time,+1 locationRemote,2022-07-17,,
The Applabb,Canada,  Determine strategic planning related to new product lines. Plan and control budget and expenditures. Work with the marketing department to understand and…,product manager,product manager,undefined,"Toronto, ON",2022-07-17,4.3,52.50
AK MANAGEMENT LTD.,Canada,  Determine strategic planning related to new product lines. Organize regional and divisional sales operations. Plan and control budget and expenditures.,product manager,product manager,undefined,"Red Deer, AB",2022-08-09,,57.69
AcceptLocal Online,Canada,"  One of the responsibilities for the Product Manager position will be to design and build new product and services, that leverage data created by Company’s…",product manager,Product Manager (data &amp; analytics),,"Toronto, ON",2022-07-17,,
NAV Canada,Canada,"  They conduct research, and work with key stakeholders across the business and technology to develop and convey product visions and roadmaps.",product manager,"Senior Product Manager - Asset, Service &amp; Workforce Manageme...",undefined,"Ottawa, ON",2022-08-11,4.1,500000
Ulula Canada Inc.,Canada,  Exemplary customer service skills and a strong desire to help internal and external stakeholders. Work closely with the product designer and development teams…,product manager,Product Manager,full-time,"Hybrid remote in Toronto, ON",2022-07-17,,
Morningstar,Canada,"  Own the tactical roadmap, requirements, and product development lifecycle to deliver a high performing product. Morningstar product knowledge is a plus.",product manager,Product Manager,full-time,"Toronto, ON",2022-08-04,3.9,
Vancity,Canada,  Understand the principles of product management. You build strong relationships with stakeholders. You have the ability to work closely with technical internal…,product manager,"Manager, Product Management",full-time,"Vancouver, BC",2022-07-17,3.8,
Altrom Auto Group,Canada,  Share relevant information about product line changes to the entire network. Work with the Senior Market Manager to review product line performance and…,product manager,Product Manager,full-time,"Toronto, ON",2022-07-24,2.6,
"Grammarly, Inc.",Canada,  Collaborate with Grammarly’s product leadership and bring in your expertise on professional users and teams to impact Grammarly-wide product strategy.,product manager,"Senior Product Manager, Enterprise",undefined,Remote,2022-07-17,,156000-286000
Neo Financial,Canada,"  2+ years of experience leading teams, managing, and developing people An advocate for others and motivated to help them reach their potential Extensive UX, UI,…",product manager,"Manager, Product Design",full-time,"Winnipeg, MB",2022-07-28,3.9,
Genesys,Canada,"  Collaborate and drive discussions with key stakeholders in product, engineering, design and field experts to build consensus.",product manager,Product Manager,,"Temporarily Remote in Markham, ON",2022-07-17,3.7,
Toromont CAT,Canada,"  Our Product Support Manager is responsible for the integrity, growth and profitability of Remote Site in Ontario by maintaining and supporting company…",product manager,Product Support Manager,full-time,"Côté, ON",2022-08-16,3.6,
TELUS,Canada,"  Own product research and measurements, drive optimizations. Working closely with the product team you will define a shared vision on the platforms and processes…",product manager,Technical Product Manager,full-time,"Toronto, ON",2022-07-17,3.9,
The Learning Bar,Canada,"  In collaboration with internal and external stakeholders, develop and maintain a product roadmap that illustrates primary product goals, initiatives, projects,…",product manager,Product Manager,full-time,"Hybrid remote in Fredericton, NB",2022-08-06,4.7,
Appnovation Technologies,Canada,"  Thorough experience in Product lifecycle management, creating product roadmaps, product strategy from Product inception to market.",product manager,Product Manager-Contract opportunity,,"Toronto, ON",2022-07-17,4.0,
Loblaw Companies Limited,Canada,  They are also responsible for leading weekly meetings with internal stakeholders to update progress and meet target launch dates. Ad hoc reporting as required.,product manager,Assistant Product Manager,full-time,"Brampton, ON+1 location",2022-08-03,3.4,
Intuit,Canada,"  Drive internal collaboration processes end-to-end, coordinating with internal partners across product, design, development, legal, compliance, marketing, and…",product manager,Senior Product Manager - Global QuickBooks Online Onboarding...,,"Mississauga, ON+1 location",2022-07-17,4.2,
Valmet Inc.,Canada,  Ability to present our product to both customers and internal personnel. Valmet employees enjoy a competitive wage and a benefits package that includes a…,product manager,"Project &amp; Product Manager, Rolls",full-time,"Montréal, QC",2022-08-10,,
Emerson,Canada,"  You will also help manage new product introduction, provide internal and external product training, and create support materials for all new products.",product manager,Product Manager,full-time,"Remote in Montréal, QC",2022-07-17,3.8,
Oracle,Canada,  Seek feedback from internal stakeholders to identify areas of Demo Services products and content that can be improved. Activities (Day in the Life).,product manager,Product Manager/Strategy 2-ProdDev,,"Mississauga, ON",2022-08-11,3.8,
Royal Bank of Canada,Canada,  Your stakeholders will vary from our most senior business executives to AI research scientists from our Borealis AI labs and everyone in between.,product manager,Innovation Product Owner,full-time,"Toronto, ON",2022-08-16,4.0,
Pacific Liquor Merchants Corp,Canada,"  Organize regional and divisional sales operations. Plan, direct and evaluate the activities of sales departments in commercial, industrial, wholesale and retail…",product manager,product manager,undefined,"Kelowna, BC",2022-07-29,,60000-61000
Black Press Community News Media,Canada,"  Utilizing agile methodologies, the product manager is responsible for establishing the product goals &amp; scope. Managing public facing web products.",product manager,Product Manager,,"Surrey, BC",2022-07-17,,
Motorola Solutions,Canada,"  Be the go-to internal resource for how product components work - what they can do, cannot do, and impending changes. Accurate and precise attention to detail.",product manager,Product Owner,full-time,"Vancouver, BC",2022-08-13,4.1,
Samsung Electronics,Canada,  Conduct periodic product trainings to internal sales team as well as reseller (if required). This includes total ownership of driving product strategy into the…,product manager,"Manager, B2B Product Management",,"Hybrid remote in Mississauga, ON",2022-08-05,4.0,
TD Bank,Canada,"  Provision reliable and meaningful financial information to business managers, external stakeholders, and other relevant internal stakeholders.",product manager,"Manager, Product Control",full-time,"Toronto, ON",2022-08-03,3.8,
Westar Travel Ltd.,Canada,  Determine strategic planning related to new product lines. Organize regional and divisional sales operations. Plan and control budget and expenditures.,product manager,product manager,undefined,"Calgary, AB",2022-08-09,,45000-55000
Lululemon,Canada,"  Collects and analyzes feedback from end users, stakeholders and other teams to shape requirements, features and end products.",product manager,Product Manager,,"Vancouver, BC",2022-07-17,4.2,
Rezgo,Canada,  Experience using Git version control. Excellent communication skills – both verbal and written. Strong understanding of software development processes and…,product manager,Product Manager,full-time,"Remote in Vancouver, BC",2022-08-09,,
Constructor,Canada,  Unlimited vacation time -we strongly encourage all of our employees take at least 3 weeks per year. Conduct customer and user interviews to better understand…,product manager,Product Manager,full-time,"Remote in Vancouver, BC+1 location",2022-07-17,,
TELUS,Canada,  Track and present key performance indicators to leadership and stakeholders and ensure we continue to increase internal/external awareness of the app.,product manager,Product Manager - Device Support (Checkup App &amp; MCE tools),full-time,"Toronto, ON",2022-07-21,3.9,
Ortnec,Canada,"  You will lead the product requirement gathering efforts and collaborate closely with stakeholders to ensure alignment with product vision, strategy, and…",product manager,Product Manager (B2B),,"Remote in Montréal, QC",2022-07-26,,
Coveo,Canada,  Hold a call with our product trainers and sales engineers to show them the latest improvements to our product so they can align their content.,product manager,Technical Product Manager,,"Montréal, QC",2022-07-26,3.7,
Upgrade,Canada,  Excellent verbal and written communication skills; ability to distill data requirements from multiple stakeholders across multiple products and articulate them…,product manager,Data Product Manager,full-time,Remote,2022-07-22,,
SnapTravel,Canada,"  Process Improvements: You will collaborate with internal teams (Design, Engineering, Data, Supply, Ops) to support the Agile Sprint process and make constant…",product manager,Technical Product Manager (Remote),full-time,"Remote in Toronto, ON",2022-07-17,,
KORNFERRY,Canada,"  Establish the strategy and roadmap for Talent Analytics products, in conjunction with Data Science, Engineering and Technology stakeholders.",product manager,Product Manager - Talent Analytics,,Remote,2022-07-17,3.5,
UAP Inc.,Canada,  Share relevant information about product line changes to the entire network. Work with the Senior Market Manager to review product line performance and…,product manager,Product Manager,full-time,"Montréal, QC",2022-08-11,3.6,
Loblaw Companies Limited,Canada,  Experience working with business product managers and other team members to understand detailed business requirements and business processes.,product manager,Salesforce Technical Product Manager,full-time,"Brampton, ON",2022-08-16,3.4,
Ping Identity,Canada,  Experience with PingFederate or other Ping Identity products. Manage the product lifecycle from market requirements through delivery.,product manager,Product Manager,,"Vancouver, BC",2022-07-17,4.1,
Luxoft,Canada,  Serve as the internal/external subject matter expert on the product - act as primary contact for product related questions and present your product to internal…,product manager,Product Manager,,"Toronto, ON",2022-07-17,4.4,
Neo Financial,Canada,"  Develop a deep understanding of the product stack from user, technical, operations, business and design perspectives, and using the understanding to bring high…",product manager,Senior Product Manager,full-time,"Winnipeg, MB+1 location",2022-07-17,3.9,
Ahava Digital Group,Canada,  Proven work experience in product management or as an associate product manager. Developing product pricing and positioning strategies.,product manager,Product Manager,full-time,"Kitchener, ON",2022-07-17,,
"Fiserv, Inc.",Canada,"  Manages the communication process between product teams and functional partners including marketing, sales, compliance, legal, business operations and more to…",product manager,"Product Manager, Market Enablement",full-time,"Mississauga, ON",2022-07-17,3.4,
Entrust Datacard,Canada,"  Lead Identity product management in the development of the product roadmap, product definition and product release. Bachelor’s degree or equivalent experience.",product manager,Product Manager - Identity,full-time,"Ottawa, ON",2022-07-17,3.3,
Conestoga Meat Packers Ltd,Canada,"  Determine strategic planning related to new product lines. Plan, direct and evaluate the activities of sales departments in commercial, industrial, wholesale…",product manager,product manager,undefined,"Breslau, ON+1 location",2022-07-17,3.2,111500
Bentley Systems,Canada,  Gather requirements and curate development backlogs that reflect the strategic product roadmap. Support internal training initiatives as an advisor.,product manager,Product Owner / Product Manager (Remote working potential),,"Remote in Quebec City, QC",2022-07-17,3.9,
Seequent,Canada,  Gather requirements and curate development backlogs that reflect the strategic product roadmap. Support internal training initiatives as an advisor.,product manager,Product Owner / Product Manager (Remote working potential),,Remote in Quebec Province,2022-07-17,,
Ocean Gate Fishery LTD.,Canada,  Determine strategic planning related to new product lines. Organize regional and divisional sales operations. Plan and control budget and expenditures.,product manager,product manager,undefined,"Richmond, BC",2022-07-17,,32
