company_name,country,job_description,job_field,job_title,job_type,non_remote_location,post_date,rating,salary
European Student Placement Agency (ESPA),United Kingdom,"  Mentored throughout, you will be responsible for providing tailored actionable insight to customers, to ensure maximum sales and profitability.",data analyst,Data Analyst Internship,internship,Maidenhead,2022-07-17,,
Metropolitan Police,United Kingdom,  Understand the range of data sources available across the organisation; Data plays an ever-greater role in policing London; quality data enables Senior Leaders…,data analyst,Data Analyst,undefined,Hybrid remote in London,2022-08-10,3.8,30294-32552
Orka Financial,United Kingdom,"  Identifying, investigating and correcting any missing or inaccurate data, liaising with internal and external teams and cross-referencing with other data…",data analyst,Junior Data Analyst,undefined,Berkshire,2022-07-17,,28000
Oscar Technology,United Kingdom,  Build data models to improve personalisation and engagement across online and offline channels. Using industry knowledge to help interpret data and improve…,data analyst,Graduate Data Analyst,undefined,Hybrid remote in Warrington,2022-08-13,,22000
Admiral,United Kingdom,"  Technical knowledge of data privacy and data governance practices. Comfortable communicating with data scientists, stakeholders, and data protection…",data analyst,Data Ethics Junior Analyst,full-time,Hybrid remote in Cardiff CF10,2022-08-05,3.4,
Olympus KeyMed Group Companies,United Kingdom,  Focus on data quality ensuring data is accurately represented to ensure well informed decision making. Manipulation of large data sets using appropriate tools.,data analyst,Junior Data Analyst,permanent,Southend-on-Sea,2022-08-13,3.6,
Department for Education,United Kingdom,"  The ideal candidate will be imaginative and motivated by a keen interest in data science techniques, with the tenacity to improve methods and maximise insights.",data analyst,Customer Analysis Data Scientist Apprentice,undefined,Manchester M1,2022-07-23,3.7,30332-33371
Bakkavor,United Kingdom,  Providing support for site stakeholders to improve source data accuracy and consistency. Maintaining and improving the central SOP for data consolidation and…,data analyst,Junior Data Analyst,permanent,Spalding,2022-08-11,3.2,
Home Group Limited,United Kingdom,"  This process and activity required us to have the right data, reports, and ability to interpret it. We’ll make sure you’ve developed a wide range of skills…",data analyst,Higher Level Data Analyst Apprenticeship,undefined,Newcastle upon Tyne,2022-08-11,3.3,18576
GAP Group,United Kingdom,"  Respond effectively to data-related queries. To identify trends and patterns by gathering, cleaning and dissecting data. Competitive salary and bonus scheme.",data analyst,Graduate Data Analyst,permanent,Scotland,2022-07-17,2.8,
Humankind Charity,United Kingdom,"  We are looking for a talented and experienced data analyst, who embodies the values of Humankind. You will have an in depth understanding of Microsoft packages,…",data analyst,Data Analyst,undefined,Remote in London,2022-08-06,2.7,22800-33000
Medialab,United Kingdom,Applications for our Summer 2023 intake will open in October 2022 but you can register your interest early here. Are you interested in learning and working…,data analyst,JUNIOR DATA SCIENTIST/ANALYST - 1 YEAR UNIVERSITY PLACEMENT...,,London,2022-07-27,,
University Hospital Southampton NHS Foundation...,United Kingdom,"Please switch to a desktop device before starting your application. We are looking for a highly motivated, enthusiastic data analyst to join us in the…",data analyst,Research &amp; Development (R&amp;D) Specialist Data Analyst,undefined,Southampton,2022-08-04,3.8,32306-39027
University Hospitals Birmingham NHS Foundation...,United Kingdom,"  Collaborating with stakeholders across the Trust, you will support the delivery of high-quality reporting solutions that address a wide range of clinical,…",data analyst,Band 5 - Data Analyst,undefined,Birmingham,2022-08-13,3.5,25655-31534
Inspired Villages,United Kingdom,  Comparing existing data with other data sources to streamline data sources and deliver a single version of the truth. 25 days annual leave (plus bank holidays).,data analyst,Data Analyst,undefined,Temporarily Remote in Nottingham NG12,2022-07-29,4.0,25000
Southampton City Council,United Kingdom,"  You will be expected to be able to create, amend and validate complex data using SQL, Power BI, and Advanced Excel functionality.",data analyst,Data Analyst - Children's Social Care,undefined,Southampton,2022-07-27,3.6,34728
Lincolnshire County Council,United Kingdom,"  Do you have the analytical or technical skills to turn data into business intelligence? We are looking to recruit two full time, permanent Data Analysts to…",data analyst,Data Analyst,undefined,Remote in Lincoln,2022-08-09,3.8,21269-26446
Wythenshawe Community Housing Group,United Kingdom,"  You will lead on data reporting across all core WCHG systems and support users in maximising the use of the data they contain. Job Types: Full-time, Permanent.",data analyst,Performance Data Analyst,undefined,Manchester,2022-08-12,4.1,41240
University College London Hospitals NHS Foundation...,United Kingdom,  To provide accurate and timely reports to data requests. Reporting to the Senior Data Analyst you will support the team in utilising prescribing data from…,data analyst,Data Analyst &amp; Administration Support Officer,undefined,London NW1,2022-08-13,4.1,32466-39521
City &amp; Guilds,United Kingdom,"  You will interpret data, analyse results, develop and data collection methods to optimise efficiency and quality. Full-time or part-time.",data analyst,Data Analyst,undefined,London,2022-08-13,3.9,37000
Coastline Housing Limited,United Kingdom,"  As performance and data analyst, you’ll support the head of property investment and compliance in all things data-related, providing valuable statistical…",data analyst,Performance and Data Analyst,undefined,Redruth TR15,2022-08-10,4.1,25000
ASDA,United Kingdom,  Research new ways to make use of data. Present information generated from data to stake holders and business partners.,data analyst,Data Analyst,permanent,Hybrid remote in Leeds LS11,2022-08-02,3.4,
University of Leicester,United Kingdom,"  You will be responsible for the management of information within the School of Business, involving the collection, collation, maintenance and reporting of…",data analyst,Data and Information Analyst,undefined,Leicester LE1,2022-07-28,4.0,29619-34308
Babington,United Kingdom,"  Working with data in a funded educational environment (FE, Private Training Provider). To use data analysis to support with compliance, programme reviews and…",data analyst,MI and Data Analyst,permanent,Remote,2022-08-13,3.3,
Babcock International,United Kingdom,  Role Type: Full Time FTC (Fixed Term Contract). Devonport has also recently been selected as the base port for the Navy’s new Type 26 frigates and will become…,data analyst,Data Analyst - 1 year FTC,undefined,Remote in Plymouth PL1,2022-08-13,3.6,34160
UK Health Security Agency,United Kingdom,  Bringing together multiple data sources (including a mixture of quantitative and qualitative data) to reveal patterns and correlations.,data analyst,People Data Analyst,undefined,+1 locationRemote,2022-08-09,,28588-39691
"Department for Business, Energy &amp; Industrial...",United Kingdom,"  Analysing and interpreting data to provide robust evidence-based recommendations, making reasonable conclusions and presenting results in innovative and…",data analyst,Data Reporting and Visualisation Analyst,undefined,Temporarily Remote in Birmingham,2022-08-06,3.6,36735-41100
AKA The International Arts &amp; Entertainment Agency,United Kingdom,"  Experience analysing advertising or digital media data. Build and maintain stable platforms for data analytics. Reports to: Head of Data, Insight and Ticketing.",data analyst,Graduate Data Analyst,full-time,London,2022-08-13,,
Aon Corporation,United Kingdom,  Good data management skills and experience in developing and querying data models with a tool of choice e.g Microsoft Excel.,data analyst,UK Data &amp; Analytics Analyst,,Chelmsford CM1,2022-08-07,3.7,
KeolisAmey Metrolink,United Kingdom,"  Providing support to the development and analysis of data sets, data systems and Key Performance Indicators (KPIs) across the KAM business.",data analyst,Data Analyst,undefined,Manchester M8,2022-08-06,3.0,29645
DHL,United Kingdom,"  Maintain accurate data and information in the operational applications. Experienced Microsoft Power Bi User, capable of building data tables and queries.",data analyst,Data Analyst,permanent,Derby,2022-08-11,3.7,
Marston Holding Limited,United Kingdom,  The ideal candidate will be an experienced data analyst experienced in analysing large amounts of complex data from multiple sources to deliver new insight for…,data analyst,Data Analyst,undefined,Neath,2022-08-10,3.2,30000-45000
University of Exeter,United Kingdom,  We are looking for two focused and data driven individuals to join our busy Student Records team. Experience of SITS systems (or equivalent student records…,data analyst,Student Records Data Analyst,undefined,Hybrid remote in Exeter,2022-08-06,4.2,37474-42155
Barclays,United Kingdom,  Understanding the roadmap to Strategically Source data and perform comparisons between Legacy and Target data sources.,data analyst,RFT Data Analyst,permanent,Remote in London E14,2022-07-17,3.9,
TikTok,United Kingdom,"  Partner with data engineers and data scientists on common areas of scalability, data quality management, data delivery management and performance optimization.",data analyst,User Growth Data Analyst,,London,2022-07-17,3.3,
TikTok,United Kingdom,  Knowledge and work experience with SQL and data visualisation tools is a must. Adapt analysis to the specific research questions using a range of data sources…,data analyst,Data Analyst,full-time,London,2022-07-17,3.3,
"T.D. Williamson, Inc.",United Kingdom,  Analyze in-line inspection data using proprietary software. Ability to perform analysis of visual-based data. You will use this knowledge to accurately evaluate…,data analyst,Data Analyst Trainee,full-time,Swindon,2022-07-21,,
Deutsche Bank,United Kingdom,"  Excellent analytical, workflow and data interpretation skills. Support the ""List Management"" program by taking responsibility for specific project deliverables,…",data analyst,Data Analyst,,London,2022-08-04,3.8,
Affinity Water,United Kingdom,"  Using your excellent analytical skills, you’ll analyse and extract relevant information from large amounts of structured and unstructured data, providing data…",data analyst,Data Analyst,,Hatfield AL10,2022-08-06,3.0,
Data Idols,United Kingdom,  As a Data Analyst you will also understand audience data and A/B Testing to ensure the best customer journey is being delivered.,data analyst,Data Analyst,undefined,Hybrid remote in Manchester,2022-07-29,,40000
ILG (International Logistics Group),United Kingdom,"  Strong experience of manipulating data, reporting and problem solving in Excel. Importing and manipulating large volumes of carrier data, and investigating…",data analyst,Junior Data Analyst,full-time,Burgess Hill,2022-07-17,4.0,
KANTAR,United Kingdom,  Within the team the data analyst supports other data scientists and developers with necessary data queries and runs periodic Quality Control analyses on live…,data analyst,Data Analyst,permanent,London,2022-07-22,3.7,
West Suffolk NHS Foundation Trust,United Kingdom,Please switch to a desktop device before starting your application. Could you help West Suffolk Hospital in the delivery of the best quality and safest care…,data analyst,Information Analyst - Band 5 - Information Services,undefined,Bury St. Edmunds,2022-08-11,3.7,25655-31534
Eat Work Art,United Kingdom,"  We are currently using Google Sheets for data analysis purposes and Google Data Studios for visualisation, but we are happy to consider and take input on other…",data analyst,Data Analyst ( Full time or part time),permanent,London,2022-08-09,,
LUSH Cosmetics,United Kingdom,"  Assess how new features and new products will impact the business architecture (across tech, business processing, business intelligence &amp; data/IT modelling).",data analyst,Digital Business Analyst,undefined,Remote,2022-08-16,4.0,32000-42000
Barclays,United Kingdom,  Proven Prior experience in a data science or data analysis role. You will be responsible Identifying opportunities for data science and analytics.,data analyst,Data Analyst,permanent,Remote in Glasgow+1 location,2022-07-17,3.9,
South Tyneside and Sunderland NHS Foundation Trust,United Kingdom,"  The main purpose of this role will be to analyse data sets using various tools and techniques, in order to improve data quality across the organisation and…",data analyst,Data Quality Analyst,undefined,Sunderland,2022-08-04,3.5,25655-31534
University Hospitals Sussex NHS Foundation Trust...,United Kingdom,"  Flexible working (days/hours), Full-Time or Less than Full-Time working, hybrid working options (eg. home/remote/office based).",data analyst,"Data &amp; Reporting Analyst (Inclusion, Engagement &amp; Wellbeing)",undefined,Hybrid remote in Brighton and Hove,2022-08-02,3.0,40057-45839
Keenan Recycling Ltd,United Kingdom,"  Experienced with PowerBi or other data visualisation programmes. The Data Analyst will be responsible for developing, implementing and administration of…",data analyst,Data Analyst,,Aberdeen,2022-08-11,3.4,
Baltic Apprenticeships,United Kingdom,"  Focusing on databases, data collection and visualization, you will use our internal Revizor tool and client internal data to draw analysis for audit trails and…",data analyst,Data Analyst Apprentice,undefined,London SW14+1 location,2022-07-17,3.3,25000
Octopus Energy,United Kingdom,  Help the team automate their data processes using Python scripts and work with data engineers to ingest new data sources.,data analyst,Data Analyst - Octopus Renewables,full-time,London,2022-07-17,4.2,
Charterhouse Voice &amp; Data,United Kingdom,  Work with the billing supervisor on the cleansing of data. The role of the Billing Data Analyst will be to support with the data cleanse of the Charterhouse…,data analyst,DATA ANALYST,full-time,Hybrid remote in St Helens,2022-08-06,4.4,
Procter &amp; Gamble,United Kingdom,"  Strong data management skills – You understand relational databases, can build data models and have proven ability to mine and query data (SQL).",data analyst,Data Analyst Manager,graduate,Newcastle upon Tyne,2022-08-02,4.1,
National Grid,United Kingdom,  Has expert data analysis and modelling skills (Excel and ideally Power BI) and a drive to constantly clean and improve data and analysis processes.,data analyst,People Data and Insights Analyst - ESO,undefined,Hybrid remote in Warwick CV34,2022-08-11,3.7,45000-55000
UK Health Security Agency,United Kingdom,"  Oversight activities include managing data received from third party complaints surveys, analysis of results using excel functions and data analysis.",data analyst,Data Analyst,undefined,Temporarily Remote in London,2022-08-05,,36329-42481
LeasePlan UK,United Kingdom,"  Excellent technical data skills including significant experience with SQL data manipulation, Microsoft Excel, Microsoft Power BI, alongside an understanding of…",data analyst,BI &amp; Data Analyst,undefined,Slough SL1,2022-08-09,3.7,40000-50000
Allianz UK,United Kingdom,  Collaborating on creating master and reference data definitions and adding to our business data glossary. Identifying and creating enterprise reference data in…,data analyst,Data Analyst,permanent,Hybrid remote in Guildford GU1,2022-08-05,3.9,
Amazon UK Services Ltd.,United Kingdom,"  Experience with large data sets, data reconciliation, and/or data investigation. Perform hands on detailed data research and analysis of a large financial data…",data analyst,Data Analyst,full-time,London,2022-07-17,3.5,
Yusen Logistics (UK),United Kingdom,"  Plan and execute activities such as data cleansing, data migration, data modelling &amp; mapping. Demonstrable experience and knowledge of data analysis, data…",data analyst,Data Analyst,undefined,Hybrid remote in Bedford,2022-08-02,3.2,30000-40000
Motor Insurers' Bureau,United Kingdom,  Basic competence in using data models. Communicate with the business regarding data visulaisation development to ensure stakeholders are kept up to date on…,data analyst,Data Analyst G10,undefined,Hybrid remote in Milton Keynes,2022-08-12,3.1,37000
St Brendan's Sixth Form College,United Kingdom,"  Duties will include maintaining and improving the quality of the data and functionality of our MIS, fixing any quality issues, and building data models and…",data analyst,Data Analyst,undefined,Bristol BS4,2022-08-05,3.3,33083-35678
Red Bull,United Kingdom,"  Understanding of data and data analysis. You’ll learn about data formats, data architecture, basic statistical methods, simple data modelling, and algorithms.",data analyst,Field Sales Data Analyst – On Premise (Apprentice) (m/w/d),full-time,England,2022-07-20,4.0,
ISO,United Kingdom,  Enhancing data through efficient integration of external data sources. Performing data analysis and research. Review and update of existing published databases.,data analyst,Geospatial Analyst,full-time,Cambridge,2022-08-12,3.6,
Tagged Resources,United Kingdom,  Very strong data analysis and data interpretation skills. Enjoys data and unearthing insights from reporting. Comfortable working with ambiguity and uncertainty…,data analyst,Graduate/Data Analyst,undefined,Nottingham,2022-08-13,,31000
Auto Trader,United Kingdom,"  As a data expert, you will detect opportunities for data science and prioritise the development of data products and data democracy over ad-hoc analysis.",data analyst,Data Analyst,undefined,Hybrid remote in Manchester,2022-07-17,4.4,30000-50000
Omnicom Health Group,United Kingdom,"  Provide logistical support during fieldwork, analysis and processing of data both from pen and paper and online surveys using a variety of tools including but…",data analyst,Junior Data Processing Analyst,graduate,Bollington SK10,2022-08-06,,
Pensions Regulator,United Kingdom,  And to explore new data sources with limited documentation to understand the potential that data might have. Handle ad-hoc data-related queries and provide data…,data analyst,Performance and Data Analyst,undefined,Hybrid remote in Brighton BN1,2022-08-10,3.4,33883-44979
Havas Group,United Kingdom,  Collection of data and collation of reports. Advising on data available within platforms &amp; systems for reporting.,data analyst,Global Data Analyst Junior,permanent,London,2022-07-17,,
Burberry,United Kingdom,  You will use your experience and technical competencies to partner with other analysts and data teams in delivering insight. Any practical experience in Python.,data analyst,Senior Data Analyst,,London,2022-08-09,3.7,
Capital One - UK,United Kingdom,  Manipulate data to fulfill on a range of requests. Extract and mine data to assist in solving business problems. Where and how you'll work.,data analyst,Data Analyst,permanent,Temporarily Remote in Nottingham,2022-08-09,3.9,
NFU Mutual,United Kingdom,"  With a focus on reporting, you’re a data science professional who has expertise in Excel and data analysis/visualisation tools (such as Tableau and PowerBI).",data analyst,Data Scientist/Analyst,undefined,Remote in Stratford-upon-Avon,2022-08-13,3.6,50000-55000
Medical Protection Society,United Kingdom,"  Provide responses to requests for ad hoc data requests. The Data team curate information and data for the Underwriting, Pricing and Insurance division.",data analyst,Data Preparation Analyst,undefined,Hybrid remote in Leeds LS11,2022-08-05,,32000-38000
Carnival UK,United Kingdom,"  In addition, you will create and maintain the system user documentation to reflect new attributes and enhancements to the system along with analysing data…",data analyst,Data &amp; MI Analyst - Part Time,part-time,Southampton,2022-08-09,4.1,
Royal Mail Group,United Kingdom,"  Will have held business/data analyst role or equivalent, with good knowledge and experience of data analysis tools. 25 days annual leave + bank holidays.",data analyst,Data Analyst,full-time,London,2022-08-06,3.8,
UBS,United Kingdom,"  Hands-on experience with data analysis and data visualization. Maintain and upgrade our data dashboards and reports, gathering data from diverse sources…",data analyst,Data Analyst,full-time,London,2022-08-11,3.8,
Balfour Beatty,United Kingdom,  Map chosen and delivered systems to the data model. Support processes in place for data lake ingestions and common coding feeds. Who we're looking for.,data analyst,Data Analyst,full-time,Birmingham,2022-08-16,3.6,
Royal London Group,United Kingdom,"  Day to day management of data – including data creation and ongoing maintenance. The role ensures data quality through tasks such as creating, maintaining,…",data analyst,Data Analyst,permanent,Hybrid remote in London,2022-08-15,3.6,
Wilmington plc,United Kingdom,"  Conducting basic analysis on numerical data to support conclusions and provide insight into emerging trends, from polling data to macroeconomics and…",data analyst,Global Risk Analyst,undefined,Hybrid remote in London E1,2022-08-11,2.8,32000
Man Group,United Kingdom,"  The group is made of four areas: data scouting and strategy, data science and data science engineering and data management. Minimum of Bachelor’s degree.",data analyst,Junior Analyst (Data Sourcing and Strategy),full-time,London,2022-08-12,3.8,
European Student Placement Agency (ESPA),United Kingdom,  Requirements You are eligible for an ESPA internship if you are a registered student or have graduated within the past two years and have access to some form of…,data analyst,Data and Analytics Internship,internship,Teddington,2022-07-23,,
DHL,United Kingdom,  Proactively manage data issues with the relevant stakeholders. Maintain accurate data and information in the operational applications.,data analyst,Performance and Data Analyst,undefined,Stoke-on-Trent+1 location,2022-07-23,3.7,26500-28500
Global Payments,United Kingdom,  Manage fraud data reporting to merchants. Update and refresh all monthly internal data sources. Download data and update the daily Aging databases.,data analyst,Junior Business Data Analyst,full-time,Hybrid remote in Leicester,2022-08-16,3.4,
Greene King,United Kingdom,"  Monitor and audit data quality - clean and transform to look for trends in the data. Set up and maintain automated data processes - Gather data, organise it,…",data analyst,HR Data Analyst,,Bury St. Edmunds,2022-08-09,3.0,
Macfarlane Group,United Kingdom,  We provide a competitive basic starting salary and operate a range of rewarding bonus/incentive schemes. 25 days annual leave (rising to 27 days with service)…,data analyst,Logistics Data Analyst,undefined,Hybrid remote in Coventry,2022-07-17,2.4,23000-25000
Zurich Gruppe Deutschland,United Kingdom,  Train and coach auditors to perform data analytics and develop data analytics superpowers for themselves! You should be experienced in engineering/wrangling…,data analyst,"Data Analyst / Scientist - (Part-Time, Job-Share and Full-Ti...",part-time,Remote in London,2022-08-14,3.7,
Lloyds Banking Group,United Kingdom,"  Producing technical solutions to profile and measure data using new and existing data management tools (e.g., Ataccama).",data analyst,Data Measurement Analyst,undefined,Remote in Bristol,2022-08-13,3.8,29712-37140
Hastings Direct,United Kingdom,"  Passionate about data and driving change. Advanced numerical and analytical skills with the ability to interpret complex data, bridge data gaps and identify…",data analyst,Data Analyst,full-time,Bexhill,2022-07-28,3.4,
DB Arriva,United Kingdom,"  Supporting and helping shape the delivery of our data strategy – this strategy focuses on the build out of our data warehouse, the improvement of processes…",data analyst,Graduate Data Analyst - Arriva Rail London,,Swiss Cottage,2022-08-10,3.1,
De Beers Group of Companies,United Kingdom,"  The ability to analyse, model and interpret data. The meaningful results that you pull from the raw data will help them make important decisions by identifying…",data analyst,Data Analyst,permanent,Didcot OX11,2022-07-17,4.2,
RWE Supply &amp; Trading GmbH,United Kingdom,  Die Welt um uns herum verändert sich. Werde Teil der Energiewende bei der neuen RWE und übernimm mit uns gemeinsam Verantwortung für unseren Planeten.,data analyst,Junior Data Analyst m/w/d 1 1,,Swindon SN5,2022-08-16,4.0,
Orka Financial,United Kingdom,  Ensure that product data is updated and consistent across ERP platforms. Prepare product and pricing data files to be uploaded onto the ERP platforms.,data analyst,Data/Pricing Analyst,undefined,Oxfordshire,2022-07-30,,32000-43000
Human Fertilisation and Embryology Authority,United Kingdom,"Please switch to a desktop device before starting your application. We are looking for someone who can take raw data and convert it into reliable, consistent…",data analyst,Data Analyst,undefined,London,2022-08-13,2.5,35829-42142
Wren Kitchens,United Kingdom,"  Experience with analysing and interpreting large data sets. Extract and configure Data from MySQL databases. Support the production of BI documentation – SOP’s,…",data analyst,Data Analyst,permanent,Barton-upon-Humber DN18,2022-07-19,3.9,
Southampton City Council,United Kingdom,"  As well as knowledge of data management, information governance, data visualisation and mapping, you will have knowledge of statistical techniques and…",data analyst,Education Data Analyst,undefined,Southampton,2022-08-13,3.6,35336
Pearson,United Kingdom,"  Create and implement monitoring for data platforms and data ingestion processes. Accountability for data quality, standards associated with data usage &amp;…",data analyst,Data Management Analyst,,Remote in Melbourne,2022-08-16,3.7,
Barclays,United Kingdom,  As a Barclays Senior Strategy Analyst you will join a big data and analytical focused team. Exceptional track record of solving problems using big data and…,data analyst,Commercial Data Analyst,permanent,Hybrid remote in London E14,2022-08-12,3.9,
KPMG,United Kingdom,  Assess method of using multiple data sources to design automated solutions. The role will be to support our tax delivery experts in designing technology to help…,data analyst,Business Analyst,permanent,Glasgow+1 location,2022-08-07,3.9,
St George's University Hospitals NHS Foundation...,United Kingdom,  You will be preparing and submitting trust returns and developing ad hoc and project related reports using business intelligence tools.,data analyst,Information Analyst,undefined,London SW17,2022-08-16,3.7,32466-39521
Screwfix,United Kingdom,"  We are a fast-paced, data-driven business where you'll be able to have an impact straight away with real-world, real-time work and, at the same time, you'll…",data analyst,Graduate Data Analyst,undefined,Hybrid remote in Yeovil BA22,2022-08-04,3.4,27500
First Choice Homes Oldham,United Kingdom,"  You will be responsible for managing a suite of reports and dashboards, analysing data, and forecasting data to provide opportunities to improve business…",data analyst,Asset Data Analyst,undefined,Hybrid remote in Oldham OL1,2022-08-04,3.4,32432-39639
Bank of America,United Kingdom,  Understanding of data protection regulations. Partner with various teammates to research and problem solve business data issues across all HR functional areas …,data analyst,HR Data Analyst,full-time,Camberley,2022-07-17,3.8,
Momenta Group,United Kingdom,  Possess the analytical skills that will enable you to draw informed conclusions from the review of large amounts of data and process steps.,data analyst,Risk Control Analyst,undefined,Remote,2022-08-16,2.5,300
Babcock International,United Kingdom,  The Data Analyst plays a critical role in ensuring the UK’s Continuous At Sea Deterrent availability by providing your data analytic expertise.,data analyst,Data Analyst,undefined,Hybrid remote in Helensburgh G84,2022-08-04,3.6,35000-37409
Cera Care,United Kingdom,"  Data engineering to discuss data pipelines, model and transform data. Product owners to understand the business value and define data analytics/data analysis…",data analyst,Data Analyst,,Remote,2022-08-13,3.2,
Women's Services,United Kingdom,"  This exciting role is for a fixed period of 6-12months and will take responsibility for analysing maternity data within the K2 electronic maternity record, PAS,…",data analyst,Data Analyst (XN06),undefined,St. James',2022-08-13,,32306-39027
LeasePlan UK,United Kingdom,  This role entails a high degree of interaction with the business whilst requiring consistently high quality strategic analysis and data management.,data analyst,Finance Data Analyst,undefined,Slough,2022-08-04,3.7,40000-45000
Synapri,United Kingdom,"  Experience in building data profiling rules, data cleanse rules and matching rules for data hub loads. Data BI Analyst required for a regulatory and standards…",data analyst,Data BI Analyst,undefined,West London,2022-08-04,,450
Thames Water Utilites,United Kingdom,  You will be investigating data issues and their operational root causes and designing and implementing a range of robotic or data flows solutions to correct…,data analyst,Data Analyst,undefined,Reading RG1,2022-08-05,3.3,27000-36500
Heavens Recruitment Ltd,United Kingdom,"  The Data Analyst role is varied, using state of the art tools to interrogate and interpret Big Data, from billions of data points to drive operational…",data analyst,Data Analyst,undefined,Hybrid remote in Hatfield,2022-08-16,,38000-42000
Legal &amp; General Group Plc.,United Kingdom,"  Being Responsible for pro-active communications to the department on data protection, data risk management, routine production and analysis of risk management…",data analyst,Data Protection Analyst,undefined,London,2022-07-17,3.5,40000-55000
Cathcart Technology,United Kingdom,"  Day-to-day you will be extracting, transforming and analysing data from multiple sources as well as ensuring that best practices are followed.",data analyst,Data Analyst,undefined,Hybrid remote in Edinburgh EH2,2022-08-15,,40000
Datatech Analytics,United Kingdom,  You will have a passion for data and have some experience of analysing messy data' either through your academics or industry.,data analyst,Junior Data Analyst,undefined,Hybrid remote in Buckingham,2022-07-17,,30000-40000
Acoura,United Kingdom,  Ensure data quality in SalesForce. You will work closely together with our global sales teams and will be responsible for business data and consistency…,data analyst,SalesForce Data Analyst,contract,Remote in Birmingham,2022-08-16,4.0,
Homes for Students,United Kingdom,"  Understanding of data, data structures and their value regarding use for analysis. Oversee regular system data auditing. Deliver ad-hoc data analysis requests.",data analyst,Data and Reporting Analyst,undefined,Hybrid remote in Liverpool L10,2022-07-26,3.3,30000
Group Lotus,United Kingdom,"  Perform continual analysis of Supply Chain strategies and parameters, helping to define and refine planning approaches and maximise quality, cost and delivery…",data analyst,Data Analyst,,Hethel,2022-07-17,3.2,
Barclays,United Kingdom,"  Developing and driving actionable intelligence from our data sources / data sets using advanced analytics. Experience in data engineering, data modelling for…",data analyst,Data Scientist/ Analyst,permanent,Glasgow G2,2022-07-17,3.9,
Disclosure &amp; Barring Service,United Kingdom,"  Develop excellent working relationships with external stakeholders and work collaboratively with internal customers such as data engineers, data analysts and…",data analyst,22.107 Disclosure Insight Data Analyst,undefined,Liverpool,2022-08-06,4.4,30149-34575
Danone,United Kingdom,  Deliver data analytics solutions to end users. Experience of turning data into actionable insights that deliver business impact.,data analyst,Data Analyst,,London,2022-08-05,4.1,
