company_name,country,job_description,job_field,job_title,job_type,non_remote_location,post_date,rating,salary
NECSWS,United Kingdom,  Experience with analysis of medical data. Development and enhancement of statistical methods aimed at drawing deep insight from data.,data scientist,Homebased Data Scientist,full-time,Remote in Hemel Hempstead,2022-07-17,3.6,
Amazon UK Services Ltd.,United Kingdom,"  Three or more years in a research science, ML, or data scientist role and a track record of strong statistical analysis and building machine or deep learning…",data scientist,Data Scientist,full-time,London,2022-08-06,3.5,
Red Bull,United Kingdom,"  Improve aero data correlation between tunnel, CFD and track by assisting development of interoperable APIs for data exchange.",data scientist,Scuderia AlphaTauri - Data Scientist (m/w/d),permanent,Bicester,2022-07-17,4.0,
Harnham,United Kingdom,"  Working alongside senior data professionals to analyse large, complex data sets. Build dashboards in data visualisation to present data and insights to…",data scientist,Junior Data Scientist,undefined,London,2022-08-07,4.6,30000-35000
Medialab,United Kingdom,Applications for our Summer 2023 intake will open in October 2022 but you can register your interest early here. Are you interested in learning and working…,data scientist,JUNIOR DATA SCIENTIST/ANALYST - 1 YEAR UNIVERSITY PLACEMENT...,,London,2022-07-27,,
Andela - Third Party Job Board Only Postings,United Kingdom,"  Flexibility in working with a variety of data science approaches. Deploy the solution in production in collaboration with the data, engineering and product…",data scientist,"Data Scientist, UK (Remote)",,Remote in Bath,2022-07-17,,
Amazon UK Services Ltd.,United Kingdom,  Previous experience in a ML or data scientist role. 2+ years of non-internship professional data science experience. Must be unemployed for 1+ years.,data scientist,Data Scientist - Returnship Program,full-time,London,2022-07-17,3.5,
Microgaming,United Kingdom,  Create data science documentation to drive consistent implementation. Strong applied statistical skills especially in times series and longitudinal data…,data scientist,Data Scientist,full-time,Isle of Man,2022-07-22,,
Groupe Kering,United Kingdom,  This is a great opportunity for someone with a keen interest in the fashion/retail industry and a passion for data science.,data scientist,ALEXANDER MCQUEEN Junior Data Scientist,full-time,London,2022-07-21,3.6,
KANTAR,United Kingdom,"  Programming/data analysis experience, preferably Python. To provide expertise and technical insight into new metrics for audience data.",data scientist,Data Scientist,permanent,London,2022-08-11,3.7,
Behold.ai,United Kingdom,  This role will require building data infrastructure and tools to monitor live algorithmic performance and curate our clinical datasets for use in model training…,data scientist,Junior Data Scientist,,London,2022-07-17,,
Data Idols,United Kingdom,  This is an opportunity for a Data Scientist to work with the User Acquisition team to build time-series and machine learning models to help attract even more…,data scientist,Data Scientist,undefined,London,2022-08-02,,55000-70000
Cathcart Technology,United Kingdom,"  They are based just outside of Aberdeen, and offer a hybrid working model (ideally in the office two days a week) but they can also be flexible around this.",data scientist,Data Scientist,full-time,Hybrid remote in Aberdeen AB11,2022-08-15,,
"JPMorgan Chase Bank, N.A.",United Kingdom,"  Understanding of data streaming and messaging frameworks (Kafka, Spark Structured Streaming, Flink, etc.). Data Scientist in Decision Science.",data scientist,Data Scientist - Decision Science - Chase,permanent,London,2022-08-07,3.8,
Johnson &amp; Johnson,United Kingdom,"  Work with large, sophisticated data sets. Participate in cross-functional collaborations with external companies and internal scientific and data science teams.",data scientist,"Scientist, Data Science – Acoustic Processing Scientist (JRD...",,Temporarily Remote in London,2022-08-12,4.2,
American Express Global Business Travel,United Kingdom,"  Identify problem statements which can be solved using data science, machine learning and the automation of process.",data scientist,"Data Scientist III, Analytics",full-time,Remote in London,2022-07-17,3.7,
MarketCast,United Kingdom,  A curiosity about data and enjoy building data visualisations that clearly articulate insight. Explore and extract data from multiple sources and interrogate…,data scientist,Data Scientist,,Reading,2022-07-17,4.1,
Aviva,United Kingdom,"  You will have experience at each process within the data science lifecycle including problem definition, data acquisition &amp; wrangling, feature engineering,…",data scientist,Lead Data Scientist,undefined,Norwich,2022-07-17,3.8,50000-67400
Samsung Electronics,United Kingdom,"  Strong python skills for data analytics, familiar with common python packages including numpy, pandas, sk-learn and Keras and/or TensorFlow frameworks.",data scientist,Data Scientist Intern,internship,Hybrid remote in Staines-upon-Thames,2022-07-17,4.0,
Mosaic Smart Data,United Kingdom,"  Developing new data science models (from inception to roll out), by communicating with clients, performing exploratory data analysis and generating informative…",data scientist,Data Scientist (Mid-level),full-time,London EC2M,2022-08-16,,
KPMG,United Kingdom,  Exploratory data analysis for analytics and identifying patterns within data to generate business insight. Data manipulation skills - manipulating and cleansing…,data scientist,Data Scientist,permanent,Birmingham+1 location,2022-07-17,3.9,
Millennium Management LLC,United Kingdom,  Work alongside the data sourcing team to identify new potential data products and vendors. Develop data analysis tooling and libraries alongside the rest of the…,data scientist,Data Scientist,full-time,London,2022-08-11,,
"JPMorgan Chase Bank, N.A.",United Kingdom,  Help the LOB stakeholders innovate through data-driven decisioning by analyzing data from diverse data sources to create rich insights that enable better…,data scientist,Senior Data Scientist (Experimentation) - Chase UK,permanent,London,2022-08-12,3.8,
Defence Science and Technology Laboratory,United Kingdom,"  Data Engineering (for example data sourcing, data cleansing, data storage at scale, and translating manual data flows to enable scaling and repeatable use).",data scientist,Data Scientist,undefined,Hybrid remote in Fareham PO17,2022-07-22,3.0,25052-54683
Mosaic Smart Data,United Kingdom,"  Developing new data science models (from inception to rollout), by communicating with clients, per- forming exploratory data analysis and generating informative…",data scientist,Junior Data Scientist,full-time,London EC2M,2022-07-22,,
Barclays,United Kingdom,"  Producing meaningful data forensics to support the delivery of tuning and/or filter testing. Processing, cleansing, and verifying the integrity of data used for…",data scientist,Data Scientist,permanent,Hybrid remote in Glasgow,2022-07-17,3.9,
Nottinghamshire Healthcare NHS Foundation Trust,United Kingdom,"  We need your skills in Python, text mining, machine learning, deep learning, and everything else that's needed to make reliable, accurate, performant models…",data scientist,Data Scientist,undefined,Remote in Nottingham,2022-07-22,3.7,40057-45839
SearchPilot,United Kingdom,"  Working on a variety of different data science projects, creating, improving and testing how we analyse customer A/B tests.",data scientist,Data Science Internship (3+ months) | £22K - £25K (pa) |...,part-time,Remote in London EC3M,2022-08-13,,
Ashdown Group,United Kingdom,"  Transform data into information to deliver insights, identify trends, and discover gaps in knowledge or understanding.",data scientist,Junior Data Scientist,undefined,West London,2022-07-17,4.6,30000
MasterCard,United Kingdom,  Workplace experience of data platform technologies/tools. Work closely with data engineers and developers to ensure data science originated solutions are…,data scientist,Lead Data Scientist,full-time,Hybrid remote in London,2022-08-06,4.0,
BBC,United Kingdom,"  Thirdly, alongside colleagues in data science leadership, you will be an advocate of data science and machine learning at the BBC.",data scientist,Lead Data Scientist - Growth,permanent,Hybrid remote in London,2022-08-11,4.2,
INRIX,United Kingdom,  Experience with traffic or mobility data. Understanding of how to create effective visualisations from data. Develop innovative algorithmic tools that add value…,data scientist,"Data Scientist, INRIX, Manchester (Office &amp; Home Working)",undefined,Remote in Manchester,2022-07-26,3.6,40000-60000
Harrods,United Kingdom,  This role will sit within the Digital directorate and report to the Head of Data Strategy. Have a strong understanding of what Data Science can and cannot do.,data scientist,Data Scientist,permanent,Hammersmith,2022-07-17,4.1,
City of Westminster Council,United Kingdom,"  You should also have experience leading significant data projects, delivering wider strategies and working with data in the public sector.",data scientist,Data Scientist,undefined,Westminster,2022-07-27,3.8,48402-64314
BioClavis,United Kingdom,"  Knowledge of different data modelling techniques, including AI to identify new trends in large data sets. Must be proficient in python with a good knowledge of…",data scientist,Data Scientist,,Glasgow,2022-07-17,,
Senseye,United Kingdom,"  We work closely with other teams (Product, Design, Engineering and non-research Data Scientists) to deliver high-quality functionality and an elegant user…",data scientist,Research Data Scientist,full-time,Remote in Southampton,2022-07-17,,
Mettle,United Kingdom,  Conducting analysis that includes data gathering and requirements specification in collaboration with business stakeholders. The skills you'll need.,data scientist,Data Scientist,permanent,London+1 location,2022-07-29,,
Amazon Dev Centre (London) Ltd,United Kingdom,"  Experienced in using multiple data science methodologies to solve complex business problems. Experience with data scripting languages (e.g. SQL, Python, R etc.)…",data scientist,"Data Scientist, Advertising",full-time,London,2022-08-11,3.5,
Royal Botanic Gardens Kew,United Kingdom,  Kew’s exciting new initiative “Plants for Health” seeks an innovative Data Scientist or Bioinformatician with the technical competence to mine scientific data…,data scientist,Bioinformatician / Data Scientist,undefined,London TW9,2022-07-29,4.2,32000-37865
TikTok,United Kingdom,"  At least 3 years of working experience in data science, machine learning, etc, and have a good business sense in e-commerce;",data scientist,TikTok eCommerce-Data Scientist,,London,2022-07-17,3.3,
Scottish Water,United Kingdom,"  You’ll undertake in-depth statistical and mathematical analysis through the manipulation of structured and unstructured data from multiple sources, including…",data scientist,Data Scientist (Flexibly located within Scotland),undefined,Hybrid remote in Scotland,2022-08-06,3.7,35384-47924
portify,United Kingdom,  Previous experience with open-banking data. Research and develop improvements to our open-banking transaction-enrichment pipeline.,data scientist,NLP Data Scientist (UK),undefined,Hybrid remote in London,2022-07-17,,50000-60000
"JPMorgan Chase Bank, N.A.",United Kingdom,"  Experience with big data technologies, modern data engineering practices, frameworks and data visualization tools. Sourcing data for analysis and modelling.",data scientist,Senior Applied Full Stack Data Scientist,permanent,London,2022-08-07,3.8,
IQVIA,United Kingdom,"  Experience with healthcare data (e.g. patient-level, longitudinal data). You will be working closely with software engineers, system architects and other data…",data scientist,Data Scientist,full-time,London+1 location,2022-07-30,3.8,
PwC,United Kingdom,  Tackling hands on data science problems for PwC and its clients. Familiarity with a front end development for surfacing data (such as streamlit).,data scientist,"Data Scientist, TC",full-time,London,2022-08-11,4.0,
Rackspace,United Kingdom,  Extending company’s data with third party sources of information when needed. Enhancing data collection procedures to include information that is relevant for…,data scientist,Data Scientist,full-time,Remote,2022-08-04,3.7,
CogX,United Kingdom,  Manage a Data Science team across NLP focused projects and technically leading and advising the engineering team on ML requirements for data science projects.,data scientist,Lead Data Scientist,undefined,Hybrid remote in London W1B,2022-07-17,,120000-150000
ServiceNow,United Kingdom,"  Proficiency with, and understanding of, data modeling and query design and query building. For positions requiring access to technical data subject to export…",data scientist,Data Scientist – Value &amp; Metrics,full-time,Remote in Staines-upon-Thames TW18,2022-08-03,3.6,
"JPMorgan Chase Bank, N.A.",United Kingdom,  Knowledge of fundamental computer science including algorithms and data structures. The research scientist is primarily responsible for developing innovative…,data scientist,Applied Research Scientist - Applied Innovation of AI,permanent,London,2022-08-11,3.8,
"Sonos, Inc",United Kingdom,"  2-3 years experience working in data science field, applying statistical data analysis to real-world problems.",data scientist,Data Scientist,full-time,Remote in Scotland+1 location,2022-07-18,3.9,
Deutsche Bank,United Kingdom,  Analysing large data sets from various sources of structured and unstructured data to identify trends and patterns to help the firm optimize is operations.,data scientist,Data Scientist role,,London,2022-08-05,3.8,
Deliveroo,United Kingdom,"  Data Scientists at Deliveroo report into our data science management team, and we have a highly active data science community, with guest lecturers, study…",data scientist,"Senior Data Scientist, Causal Inference",,London,2022-08-11,3.3,
Wise(formerly Transferwise),United Kingdom,"  You will model customer behaviour data and product usage so we understand which audiences to target and how (LTV/churn modelling, neural-lifetimes package).",data scientist,Data Scientist – Customer Understanding,undefined,London,2022-07-20,,55000-75000
Shell,United Kingdom,"  Provide technical leadership to junior data scientists, reviewing code and assisting with methodology development. Scope and frame data science projects.",data scientist,Senior Data Scientist,full-time,London,2022-07-19,3.9,
Amazon Business EU SARL (UK),United Kingdom,"  PhD in Computer Science, Applied Mathematics, or Statistics. Deep knowledge of machine learning fundamentals. Strong coding skills in Python.",data scientist,Applied Scientist,full-time,London,2022-08-13,3.5,
Sika Corporation,United Kingdom,"  To mine and utilise company data for efficiency gain, and improve data collection processes. To be well-versed in statistical analysis and data manipulation.",data scientist,Data Scientist,full-time,Remote in Welwyn Garden City,2022-07-28,3.5,
Shell Energy,United Kingdom,"  You will work alongside a multidisciplinary team of around 50 developers including data engineers, data analysts, data visualisation specialists and data…",data scientist,Senior Data Scientist,undefined,Coventry,2022-08-08,,26
Lloyds Banking Group,United Kingdom,  We're keen to speak to data scientists that have at least 3 years of experience delivering data science. We're particularly keen to hear from individuals who…,data scientist,Senior Data Scientist,full-time,London,2022-07-17,3.8,
Kew Gardens,United Kingdom,  Kew’s exciting new initiative “Plants for Health” seeks an innovative Data Scientist or Bioinformatician with the technical competence to mine scientific data…,data scientist,Bioinformatician / Data Scientist,undefined,Kew Gardens,2022-07-29,4.2,32000-37865
Turing Talent,United Kingdom,"  Industry experience in data mining, machine learning, and statistical analysis. Industrial/commercial experience as a Data Scientist.",data scientist,Data Scientist,full-time,Hybrid remote in London,2022-08-16,,
Data Idols,United Kingdom,  Data Idols are proud to be working with an iconic UK brand to assist them in building out their data team as they undertake a digital and data-driven journey…,data scientist,Lead Data Scientist,undefined,London,2022-08-05,,90000-100000
Preqin,United Kingdom,  Experience querying for and manipulating data using database technologies. Use compelling storytelling to contextualise data visualisations / insights and…,data scientist,Data Scientist,full-time,London SW1E,2022-08-02,,
HSBC,United Kingdom,"  Acquire data from primary or secondary data sources and maintain databases/data systems. Carries out quality assessment of data, data reports and the…",data scientist,Technology Strategic Workforce Data Scientist,permanent,London,2022-08-13,4.0,
Amazon Dev Centre (London) Ltd,United Kingdom,"  Experience leading and coaching junior data scientists to improve their skills and effectiveness. Our senior engineers, data scientists, and managers truly…",data scientist,Data Scientist,full-time,Bristol,2022-07-17,3.5,
777 Partners,United Kingdom,  Demonstrated ability to take raw data and turn it into actionable insights and work plans that deliver measurable basketball performance outcomes.,data scientist,Sports Performance Data Scientist,,London,2022-07-17,,
Shift F5,United Kingdom,"  You will be responsible for building NLP applications, training ML models and using your skills to bring innovation to the team and their products.",data scientist,Data Scientist – Fully Remote,undefined,Remote in United Kingdom,2022-07-17,,40000-50000
Howden,United Kingdom,"  Accountable for data parsing and cleansing, extracting data relevant to the asset operation and benchmark against known, theoretical data sets – automate …",data scientist,Data Scientist,full-time,Glasgow,2022-07-17,3.6,
Deep Planet,United Kingdom,"  The post holder will be developing ML tools agriculture and working with data (ground sensor measurements, SAR and optical data).",data scientist,Data Scientist,,Remote in Oxford,2022-07-17,,
Pandera Systems,United Kingdom,  1+ Years’ Experience working in data science and developing Machine Learning models. To identify pain-points and deliver data-driven insights to our clients.,data scientist,Data Scientist (UK),full-time,Remote in London,2022-07-17,,
University of Edinburgh,United Kingdom,  We are looking for a statistical epidemiologist or health data scientist with experience working with large electronic health record databases.,data scientist,Health Data Scientist,full-time,Edinburgh EH16,2022-07-21,4.1,
Beauty Labs,United Kingdom,"  We offer a highly competitive above-market compensation and benefits package. Develop state-of-the art, machine learning based, customer engagement systems.",data scientist,DATA SCIENTIST,permanent,Remote in Cambridgeshire,2022-08-12,,
PwC,United Kingdom,  Professional experience working with database developers and data engineers to ensure the data points are optimally tuned for machine learning algorithms and…,data scientist,Lead Data Scientist,full-time,London,2022-08-11,4.0,
Oho Group,United Kingdom,"  Experience ingesting, cleaning and standardising data. 3+ years commercial experience utilising ETL tools and data analytics to model and solve complex problems…",data scientist,Data Scientist,undefined,London,2022-08-14,,75000
Opus Recruitment Solutions,United Kingdom,  Take raw data sets and build narratives around insights. Development of targeted nudges based on current and historical data to help financial wellness.,data scientist,Data Scientist - Greenfield Projects,undefined,Remote in Bristol,2022-08-16,4.7,35000-50000
Houses of Parliament Restoration and Renewal,United Kingdom,"  To succeed, youâ€™ll need an appreciation of data technologies and a proven ability to use data analytics, visualisations and dashboarding platforms such as…",data scientist,Data Scientist,undefined,London,2022-07-17,,70000
Medicines and Healthcare products Regulatory...,United Kingdom,"  The successful candidate will be an experienced data scientist with a strong track record of developing fit for purpose, resilient, scalable and future proof…",data scientist,"Data Scientist (Power BI) - £40,451",undefined,London,2022-08-06,3.7,40451-54133
Barclays,United Kingdom,  You will be working on data science use cases end-to-end from data discovery to operationalizing. You will also be managing the delivery of the data models.,data scientist,Lead Data Scientist,permanent,Hybrid remote in Knutsford WA16,2022-07-21,3.9,
Mersey Care NHS Foundation Trust,United Kingdom,Please switch to a desktop device before starting your application. Mersey Care NHS Foundation Trust provides specialist inpatient and community mental health…,data scientist,Population Health Data Scientist (Life Rooms),undefined,Liverpool,2022-07-23,3.7,47126-53219
Schroders,United Kingdom,"  Visualize data, find patterns, relationships in data and assess probabilities. Participate in the full data science project lifecycle;",data scientist,Data Scientist,,London,2022-07-26,3.9,
Pertemps Network Group,United Kingdom,"  To be passionate about data, technology and solving problems. Ensure the accuracy and validity of data and findings. Help to evaluate new products or processes.",data scientist,Data Scientist,undefined,Coventry+2 locations,2022-07-17,3.5,400-500
Sykes Cottages,United Kingdom,"  Commercial experience in analysing big data for insights. Experience working with SQL and No-SQL databases, data visualization technologies and cloud…",data scientist,Data Scientist,undefined,Hybrid remote in Chester,2022-07-17,3.3,30000-40000
Priceline.com,United Kingdom,  Process large quantities of data streamed from many different applications to test and build our models. Solve real world problems that span various domains…,data scientist,Data Scientist,full-time,Edinburgh,2022-07-17,,
Gymshark,United Kingdom,"  Experience of using SQL to build end to end data pipelines, and combining data from multiple sources (Snowflake experience is a bonus!).",data scientist,Data Scientist,,Solihull,2022-08-06,4.2,
LexisNexis,United Kingdom,"  Experience with feature engineering, data preparation, and data pipelines. Makes data science repeatable, follows existing procedures and be methodical in…",data scientist,Senior Data Scientist,full-time,London,2022-08-11,3.7,
University of Oxford,United Kingdom,"  Excellent record keeping, code and data management skills and the ability to meet deadlines are essential. You should thrive on scientific challenges associated…",data scientist,Senior Bioinformatician/Data Scientist,part-time,Oxford,2022-07-26,4.3,
Vector Recruitment Limited,United Kingdom,"  Extraction of conditional indicators using signal processing techniques, analysing data from physical sensors.",data scientist,Data Scientist – Predictive Maintenance,undefined,Cambridge,2022-08-14,,60000-80000
NFU Mutual,United Kingdom,"  With a focus on reporting, you’re a data science professional who has expertise in Excel and data analysis/visualisation tools (such as Tableau and PowerBI).",data scientist,Data Scientist/Analyst,undefined,Remote in Stratford-upon-Avon,2022-08-13,3.6,50000-55000
Teamlog,United Kingdom,  Experience with time series data. Your role will involve understanding and processing complex sets of data to enable value to be extracted from it.,data scientist,Data Scientist,full-time,London,2022-07-17,,
Qogita,United Kingdom,"  A passionate Data Scientist, with experience in a tech organization, who can help us build a data-driven technology company as a data scientist.",data scientist,Data Scientist,full-time,Remote in London,2022-07-17,,
Product Madness Inc,United Kingdom,"  You will join us as a data scientist to work with large and complex data sets, with the autonomy to make a huge impact on the success of our titles.",data scientist,Data Scientist,full-time,Hybrid remote in London NW1,2022-07-17,3.3,
Public Health Wales NHS Trust,United Kingdom,"  And you will have some data management and engineering skills as well, perhaps manipulation and analysis of complex, high volume, high dimensionality data;…",data scientist,Advance Data Scientist,undefined,Cardiff CF10,2022-08-13,3.7,41659-47673
Jaguar Land Rover,United Kingdom,"  Experienced in exploring and visualising data, being able to work with large data sets. You will be responsible for demonstrating how data, algorithms,…",data scientist,Software Data Scientist,,Hybrid remote in Warwickshire,2022-08-16,3.7,
Tradeteq,United Kingdom,"  Finding and setting up new alternative data feeds. Liaising with new clients, understanding and mapping their datasets, identifying important questions and…",data scientist,DATA SCIENTIST,,London,2022-07-17,,
Deloitte,United Kingdom,  Experience in working with unstructured data sets. Experience with data visualisation tools such as Qlikview and Tableau preferred.,data scientist,"Data Scientist, Deloitte Ventures, Tax, London",permanent,Remote in London,2022-07-17,3.9,
Expleo,United Kingdom,"  In addition, you will collaborate with business experts to understand the need and support customers in their maturity gain on data science and big data topics.",data scientist,Data Scientist,permanent,Bristol,2022-07-17,3.2,
Oscar Technology,United Kingdom,  They harness a huge amount of data so you will be working on some major projects within large data sets. This is well suited to data analyst who is looking for…,data scientist,Data Analyst / Scientist,undefined,Remote in Altrincham,2022-08-12,3.9,40000-45000
Which?,United Kingdom,"  A strong knowledge of wider data science including, but not limited to, data acquisition (e.g. web scraping), statistical methods, network analysis and data…",data scientist,Senior Data Scientist,undefined,Hybrid remote in London,2022-07-26,3.8,65000-75000
Salt Recruitment,United Kingdom,  Join this rapidly expanding group of insurance brands as the look to further utilize data in the enhancement of their disruptive travel and pet insurance…,data scientist,Data Scientist (100% Remote),undefined,Remote in Greater London,2022-07-17,3.3,40000-50000
ITV Jobs,United Kingdom,"  You will be part of a cross functional team and work on domain specific data products in collaboration with business stakeholders, Data Strategists, and…",data scientist,Data Scientist,permanent,London,2022-07-17,4.0,
Signicat,United Kingdom,"  Working with new clients to design and develop bespoke KYC, KYB, Risk and Transaction Monitoring workflows. This involves the use of coding languages, including…",data scientist,Signicat Internship (Maths / Data Science Graduates),full-time,London E14,2022-08-12,,
Amazon Dev Centre (London) Ltd,United Kingdom,"  Experience with data scripting languages (e.g. SQL, Python, R etc.). Interpret complex and interrelated data points and anecdotes to build and communicate this…",data scientist,"Data Scientist, Contextual Ads",full-time,London,2022-07-17,3.5,
Vodafone,United Kingdom,  Experience in using big data and machine learning techniques to develop models and algorithms from large volumes of data.,data scientist,Data Scientist,full-time,London+1 location,2022-07-23,3.9,
PwC,United Kingdom,"  Propose data science problem solving approaches. Prototype, test and improve new data science models. Strong technical expertise in data science, statistical…",data scientist,Customer Analytics Data Scientist Senior Associate,full-time,London,2022-08-10,4.0,
Made Talent,United Kingdom,  Produce compelling data stories backed by powerful visualisations. A strong commercial data science background building and operating models in real business…,data scientist,Senior Data Scientist,undefined,London SW1A,2022-08-15,,50000-80000
Databuzzltd,United Kingdom,"  #dataanalyst #realtimeanalyst #pricing #contactcenter #data #sql #predictivemodelling. DataBuzz are recruiting on behalf of a prestigious organisation, who is…",data scientist,Data Scientist - Remote,,Remote in United Kingdom,2022-08-15,,
GSK,United Kingdom,  You will conduct data acquisition from multiple data sources and wrangle data sets selecting appropriate techniques. Experienced in R and/or python.,data scientist,"Data Science Leader, Statistics &amp; Data Science Innovation Hu...",,Remote in Brentford TW8+1 location,2022-08-10,4.1,
Metrica Recruitment,United Kingdom,"  Understand the principles of computer science algorithms and data structures. This exciting technology start-up brings AI to the metals &amp; mining industry,…",data scientist,Data Scientist,undefined,London,2022-07-17,,50000-100000
Trainline,United Kingdom,  Our data scientists are embedded in cross-functional teams which exist across product and marketing. Data science at Trainline exists within the wider data…,data scientist,Data Scientist,full-time,London,2022-07-17,4.5,
RELX,United Kingdom,"  Experience with feature engineering, data preparation, and data pipelines. Makes data science repeatable, follows existing procedures and be methodical in…",data scientist,Senior Data Scientist,full-time,London,2022-08-11,,
Barclays,United Kingdom,"  Innovating and driving new ideas, building technology partnerships with our vendors, training and mentoring junior data scientists and data engineers.",data scientist,Data Scientist/ Analyst,permanent,Glasgow G2,2022-07-17,3.9,
Cover Genius,United Kingdom,  Deep knowledge of data warehousing and running ETL. 5+ years of experience in manipulating data sets using Python &amp; SQL and building statistical models.,data scientist,Data Scientist,full-time,London,2022-07-17,,
American Express Global Business Travel,United Kingdom,"  Proficiency in SQL (to feel comfortable manipulating data, creating scripts that combine different data sources and interpret results) and Python/R.",data scientist,"Data Scientist III, Advanced Analytics",full-time,London,2022-07-17,3.7,
Harnham US,United Kingdom,"  Transform processes globally, building data infrastructure and analytics platforms to aid all data driven teams. Proficient in Python and SQL.",data scientist,Data Scientist,undefined,London,2022-07-17,4.6,40000-55000
CCDC,United Kingdom,  Experience in processing and deriving novel insights from large chemical data resources. Experience with workflow applications and data analytics software …,data scientist,Senior Cheminformatics Data Scientist,,Remote in Cambridgeshire,2022-08-13,,
Sammons Group,United Kingdom,  A keen interest in data-centric applications and analytics. England | £24000 - £32000 per annum + Excellent benefits | Posted 6 days ago.,data scientist,Pensions Data Scientist,undefined,Remote in England,2022-08-10,4.5,24000-32000
First Central,United Kingdom,"  Develop data services that include deep learning, predictive analytics and machine learning and upskill senior analysts so that we have data science…",data scientist,Data Scientist,undefined,Hybrid remote in Haywards Heath,2022-07-17,4.5,35000-45000
Binance,United Kingdom,"  Obtain the blockchain based data to perform chain-based data analysis, prediction and recommendations. Leverage of our PB-scale data warehouse to perform in…",data scientist,Data Scientist,,London,2022-07-17,,
NatWest Group,United Kingdom,"  Helping lead technical research projects, training junior data scientists and establishing best practices in a growing data science team.",data scientist,"Senior Data Scientist, Climate and Data Technology",undefined,Birmingham+4 locations,2022-08-16,3.7,51280
kdr Recruitment,United Kingdom,  Data Science is the engine room of this company; they’re on the lookout for a creative problem solver who can work in a fast-paced environment and can handle…,data scientist,"Data Scientist | London | £75,000",undefined,Hybrid remote in London,2022-07-26,,55000-75000
Three,United Kingdom,"  Accountable to source, extract and transform data assets into data models that deliver front-line impact. Line manage, continuously improve, educate, certify…",data scientist,Data Scientist,,Reading,2022-07-17,3.6,
QVC,United Kingdom,"  Expert in identifying new applications of data science and machine learning to the relevant business domains. Plays an analytical role in researching, designing…",data scientist,Sr Data Scientist (UK),full-time,London,2022-08-09,3.6,
Boots,United Kingdom,  Familiar with REST APIs and JSON formatted data files. Proactively developing your data science skills to meet the project requirements and future direction of…,data scientist,"Data Scientist, boots.com - Boots UK",permanent,Hybrid remote in Nottingham,2022-07-17,3.5,
Kingfisher Plc,United Kingdom,"  Collaborate with tech, product and data teams to develop the data platforms that allow us to apply data science and embed the use of data science directly in…",data scientist,Lead Data Scientist,permanent,Hybrid remote in London W2,2022-08-12,3.8,
GSK,United Kingdom,  The Real-World Analytics (RWA) team applies data and methodological expertise to the analysis of existing complex health data sets.,data scientist,Real-World Data Analytics Scientist,,Remote in Brentford,2022-07-17,4.1,
"JPMorgan Chase Bank, N.A.",United Kingdom,  JPMorgan Chase will consider accommodation requests as required by applicable law.,data scientist,Data Scientist - Chase,permanent,London,2022-07-21,3.8,
YouView,United Kingdom,  Collaborate as data expert within the business to understand and shape data projects. The role holder will have exposure to all areas of value creation from…,data scientist,Data Scientist (Insights),,Hybrid remote in London E1,2022-07-23,,
