company_name,country,job_description,job_field,job_title,job_type,non_remote_location,post_date,rating,salary
"BioFire Diagnostics, LLC",USA,  The development of data-driven tools for the exploratory analysis of high-dimensional data. Used for bloodstream infection Specific’s solution provides results…,data scientist,Data Scientist,full-time,"San Jose, CA 95134 (North San Jose area)",2022-08-13,3.5,
Intermountain Healthcare,USA,"  Prepares data from diverse data stores for analytics, including data mining and feature engineering within large datasets with complex classes and anomalies.",data scientist,Data Scientist Staff,undefined,"Remote in Salt Lake City, UT",2022-08-03,3.7,47.32-74.50
Fast Radius,USA,"  Standard machine learning techniques (random forests, boosted learning, SVMs, etc.). Comprehensive health care including dental and vision.",data scientist,Data Scientist,full-time,Remote,2022-08-13,4.0,
EvolutionIQ,USA,"  You have deep exposure to ML tech stack (sklearn, keras/TensorFlow, tuning frameworks, data modeling, Python/Pandas data frameworks, and scalable technical…",data scientist,Staff Data Scientist,,"Remote in New York, NY",2022-08-12,,
Fast Radius,USA,"  Standard machine learning techniques (random forests, boosted learning, SVMs, etc.). Comprehensive health care including dental and vision.",data scientist,Data Scientist,full-time,Remote,2022-08-13,4.0,
Acima,USA,  We are looking for a developing data scientist that is interested in applying their understanding of machine learning techniques and statistics to analyze our…,data scientist,Junior Data Scientist,undefined,"Remote in Draper, UT 84020",2022-07-17,3.3,80000
The Coca-Cola Company,USA,"  You will play a critical role in the growing Data Science Services team in DnA, where you will be responsible for developing advanced analytics and machine…",data scientist,Data Scientist 2,full-time,"Plano, TX 75024",2022-08-04,3.9,
Solera,USA,"  Provide data modeling, mining, pattern analysis, and machine learning for incorporation into customer-facing risk and asset management solutions.",data scientist,Data Scientist,full-time,"Eagan, MN",2022-07-17,2.7,
Dataiku,USA,  Analyze and investigate various types of data and machine learning applications across diverse use cases. The ability to effectively manage the expectations of…,data scientist,Data Scientist (Federal),,"Washington, DC",2022-08-16,,
Nelson Interactive,USA,  Draw insights from data and create structure to report out insights to stakeholders at a regular cadence. Passion for high data quality and scaling data science…,data scientist,"Data Scientist-Contract-Foster City, Ca",undefined,"Foster City, CA",2022-07-28,,85
State of Connecticut - Department of Public Health,USA,  Applies statistical and research principles and techniques to a wide variety of issues and projects; develops research designs and statistically sound protocols…,data scientist,Data Scientist (Hybrid),undefined,"Hartford, CT 06106 (Frog Hollow area)",2022-08-13,4.0,99524-129107
PepsiCo,USA,  Experience using Tensorflow to design custom deep learning systems. Planning skills - as evidenced by the capability to develop tools such as annual plans and…,data scientist,2023 Full-Time: eCommerce Data Scientist - Undergrad,full-time,"Purchase, NY 10577+1 location",2022-08-02,3.8,
"City of Grand Junction, Colorado",USA,"  The successful candidate will be proficient with data-oriented programming languages and visualization software, possess the ability to apply data mining, data…",data scientist,Data Scientist,undefined,"Grand Junction, CO 81506",2022-07-17,,7058-7944
Emerson,USA,"  Help to create customer-focused analytics with data scientist peers. Discover opportunities to improve systems, processes, and enterprises through data…",data scientist,Data Scientist,full-time,"Hybrid remote in Sidney, OH+1 location",2022-07-17,3.8,
Marathon Petroleum Company LP,USA,"  This role will leverage knowledge and experience in data mining, machine learning, applied statistics, operations research, and related quantitative disciplines…",data scientist,Data Scientist,full-time,"Findlay, OH 45840",2022-07-17,3.5,
Celestar Corporation,USA,"  Conduct data analytics, data engineering, data mining, exploratory analysis, predictive analysis, and statistical analysis, and uses scientific techniques to…",data scientist,Data Scientist – Junior Level,,"Scott AFB, IL+2 locations",2022-08-11,4.5,
Milliman,USA,  Data scientists and subject matter experts work closely together to ensure solutions are both statistically rigorous and solve the correct problem for the…,data scientist,Data Scientist,full-time,"Minneapolis, MN 55438",2022-08-05,3.6,
CMS Energy,USA,"  The primary focus will be applying data mining techniques, doing data extraction and cleaning, statistical analysis, developing automated programs, and building…",data scientist,Data Scientist II,contract,"Jackson, MI 49201",2022-08-13,3.8,
Weber Shandwick,USA,"  You will be joining a team of business strategists, data analysts, data scientists and data engineers to build innovative data solutions.",data scientist,Data Scientist,,"Washington, DC 20005 (Downtown area)",2022-08-12,3.9,
Canadian National Railway,USA,"  O Experience in analytics, data science with a focus on driving business,. Statistical, machine learning, and optimization techniques.",data scientist,Data Scientist,,"Homewood, IL",2022-08-10,3.1,
develop.,USA,"  Capable of applying the latest technologies and methodologies in machine learning, data mining, and predictive analytics to correlate disparate datasets and…",data scientist,Data Scientist / US / Remote,,"Remote in Miami, FL",2022-08-11,4.4,
the NBA,USA,"  The ideal candidate will uncover insights through predictive analyses and data visualization, drive better decision making by using various statistical modeling…",data scientist,Data Scientist,,"New York, NY 10022 (Midtown area)",2022-08-02,4.2,
BlocPower,USA,"  It will also will work closely with data engineers, data analysts, and other data scientists in the team to integrate results into operational platforms.",data scientist,Data Scientist,undefined,Remote,2022-07-17,,120000-130000
OtterTune,USA,  Watch data trends and work with leadership to drive prioritization decisions. This position will involve creating data pipelines and extracting new knowledge…,data scientist,Data Scientist,full-time,+1 locationRemote,2022-07-17,,
PacTel Solutions,USA,"  Experience performing data management, mining, and manipulation along with analytics. Provide insights into future growth and profitability strategy through…",data scientist,Data Scientist,undefined,"Dallas, TX 75261 (Dallas/Fort Worth International Airport area)",2022-07-17,,99.70
GALY,USA,"  The successful candidate will assist in making sense of data by putting it in the right context, articulating business problems and shaping analytics into…",data scientist,Data Scientist (BR),undefined,"Sunderland, MA 01375",2022-08-13,,5500
Zilliant,USA,  Report on data to multiple project stakeholders and customers. Academic or industry exposure to machine learning methods.,data scientist,Data Scientist,full-time,Remote,2022-08-04,4.2,
Caterpillar,USA,"  Involved from start to finish, you will be responsible for identifying data sources, securely transferring data, developing and executing analytics, and…",data scientist,Data Scientist II,full-time,"Remote in Peoria, IL+2 locations",2022-08-11,3.8,
"Fullpower Technologies, Inc.",USA,  Experience applying data science and machine learning to real-world problems. Work with health data and time-series sensor data. Experience with C++ is a plus.,data scientist,Data Scientist,full-time,"Santa Cruz, CA 95060",2022-08-11,,
Computer Staff,USA,"  Big data analytics, machine learning (ML), Artificial Intelligence (AI). Benefits: life, health, dental, vision, 401k matching, paid vacation, paid holidays,…",data scientist,Python data engineer / data frameworks,undefined,"Houston, TX+2 locations",2022-08-16,,120000-160000
"Zoom Video Communications, Inc.",USA,  Work with stakeholders to scope and define the needs of business and manage data engineering projects to ensure accuracy and timely delivery.,data scientist,"Data Scientist, Online",undefined,"Remote in Denver, CO",2022-07-17,4.1,97920
Discord,USA,  4+ years of experience autonomously translating ambiguous business problems into deep informative insights through hands-on analytics 4+ years experience…,data scientist,"Senior Data Scientist, Analytics - Messaging Experience",undefined,"Hybrid remote in San Francisco, CA 94107+2 locations",2022-07-17,4.4,175000
Peraton,USA,"  Support OSO by providing the capability to capture enterprise data assets from multiple systems and build robust solutions backed by data analytics, dynamic…",data scientist,Mid Level Data Scientist,undefined,"Springfield, VA 22150",2022-07-17,3.3,196600
Ball Aerospace,USA,  A passion for turning data insights into compelling visualization through use of BI software. Contribute as part of a team to fulfill MPA’s objectives through…,data scientist,Engineer I - Data Scientist,undefined,"Hybrid remote in Boulder, CO 80301",2022-08-13,3.6,78000-97000
Vitria Technology,USA,  Proven data science or data analysis experience. Recommend and test predictive models and machine-learning algorithms. Experience analysis time-series data.,data scientist,Vitria Data Scientist,,"Remote in Menlo Park, CA 94025",2022-07-17,3.3,
Ameren,USA,  Supports business analysts and senior data scientists in documenting business requirements and data source(s) required to support analytic solutions and…,data scientist,Data Scientist,full-time,"Collinsville, IL 62234",2022-07-17,3.7,
US National Institute of Standards and Technology,USA,"  Specialized experience is defined as experience applying and developing adaptive algorithms, machine learning, and other AI systems.",data scientist,"Data Scientist, ZP-1560-III/IV (GS 11/12/13/14 equivalent)",undefined,"Gaithersburg, MD",2022-08-09,,72995-159823
NCR,USA,  Graduate Degree in a scientific field of study (or 2-3 years of relevant experience). Demonstration of relevant data driven projects.,data scientist,Data Scientist,full-time,"Atlanta, GA",2022-07-17,3.5,
Zelus Analytics,USA,  Provide guidance and technical mentorship for junior data scientists. Desire and ability to successfully mentor junior data scientists.,data scientist,(Junior / Senior) Data Scientist - Sports Analytics,undefined,"Remote in Austin, TX",2022-07-17,,75000-150000
BICP,USA,"  We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving…",data scientist,Data Scientist,,"San Francisco, CA",2022-07-17,,
Leidos,USA,  Experience developing data pipelines and data flow tasks applying complex data manipulation and integration from a variety of data sources and destinations.,data scientist,Jr Data Scientist,full-time,"Atlanta, GA 30330 (Oakland City area)",2022-08-14,3.7,
Federal Reserve Bank of Minneapolis,USA,"  Apply technical expertise, initiative, reliability, and judgment; may help develop strategies for implementing new financial models and/or data analytics.",data scientist,Quant Analyst/Data Scientist,full-time,"Remote in Minneapolis, MN 55401",2022-07-17,3.6,
Brillio,USA,"  Experience and able to ownership end to end machine learning projects from data processing, training, optimization to real time monitoring and maintenance.",data scientist,Data Scientist,,"Santa Clara, CA 95054",2022-08-02,3.4,
Knowable,USA,"  You will prototype new ideas and build-out existing systems, collaborating with other data scientists, product managers, front-end developers, and a dedicated…",data scientist,Junior Data Scientist,full-time,"Remote in Washington, DC",2022-08-03,3.0,
MSC Industrial Supply Co.,USA,"  § Collaborates with cross-functional data and product teams across business applications to access and manipulate data, explain data gathering requirements,…",data scientist,Data Scientist,full-time,"Remote in Melville, NY",2022-08-09,3.4,
Euronext,USA,"  Using data insights and high quality statistical reporting, contribute to promoting Euronext for execution quality and superior trading functionalities.",data scientist,Data Scientist,full-time,"New York, NY 10016 (Murray Hill area)",2022-07-17,,
Decision Spot,USA,"  0-3 years of industry experience in analyzing large data, building visualizations, and building and deploying machine learning models.",data scientist,Data Scientist (Machine Learning),,"Remote in Chicago, IL",2022-07-17,,
ELT Solutions,USA,"  Perform impact assessment and deep-dive analysis in collaboration with stakeholders to ensure data integrity, consistency, usability, and completeness.",data scientist,Data Scientist,,"San Jose, CA",2022-07-17,,
Uplight,USA,  Track record of building and maintaining machine learning models in a SaaS company. Experience dealing with large quantities of data across relational databases…,data scientist,Data Scientist II,undefined,"Chicago, IL+3 locations",2022-07-17,4.2,115000-130000
DT4o,USA,"  Experience and demonstrated desire to continue learning about the industry and trends in data management. 3+ years of experience in data mining, statistical…",data scientist,Data Scientist,full-time,Remote,2022-07-17,,
Akraya Inc.,USA,  Aggregate huge amount of data and information from large numbers of sources to Client patterns and features necessary to build machine learning models that…,data scientist,Data Scientist : 22-03872,,"San Jose, CA 95125 (Willow Glen area)",2022-07-17,3.6,
SEVEN,USA,  Work with customers and customer support in troubleshooting as a subject matter expert in mobile analytics. SEVEN Networks develops innovative mobile software…,data scientist,Data Scientist / Data Engineer,full-time,"Marshall, TX 75672",2022-07-17,3.8,
Data Xpander,USA,"  They need to have statistical, mathematical, predictive modelling as well as business strategy skills to build the algorithms necessary to ask the right…",data scientist,Data Scientist,,"Irving, TX",2022-07-17,,
Starbucks,USA,"  As a Data Scientist on the Data, Analytics, Insights, and Business Operations team, you will work cross-functionally with data engineers, data scientists,…",data scientist,data scientist (multiple openings) - Remote,full-time,"Remote in Seattle, WA+3 locations",2022-07-17,3.9,
The RiverStone Group,USA,"  Strong working knowledge of machine learning algorithms (deep learning, classification, clustering, etc.), especially Natural Language Processing.",data scientist,Data Scientist,full-time,"Remote in Atlanta, GA 30339+1 location",2022-07-17,4.5,
Augray,USA,"  Exposure to writing code (Python preferred, R and SQL okay), collaboration (Git), developing models (machine learning, boosting &amp; bagging algorithms, &amp;/or…",data scientist,Junior Data Scientist,undefined,"Remote in Brookfield, WI",2022-07-17,,55000-60000
Fisker Inc,USA,"  You will be responsible for providing the data analytics, including assembly of data for building models, building data pipelines, and performing predictive…",data scientist,Data Scientist,full-time,"Manhattan Beach, CA 90266",2022-07-17,4.2,
Wise Equation Solutions,USA,"  Develop and evaluate data analytics models, algorithms and solutions. Implement algorithms to mine targeted data and the ability to convert data into a business…",data scientist,Data Scientist,,"Austin, TX",2022-07-17,,
Roku,USA,  The person in this role will leverage their business acumen and love of data to provide business insights that are relevant and digestible to key decision…,data scientist,"Senior Data Scientist, Customer Intelligence",,"New York, NY 10018 (Garment District area)+5 locations",2022-08-16,3.0,
Electric Power Research Institute,USA,  Candidates will support subject matter experts and data scientists in a variety of data analysis tasks that may include: literature review; data review and…,data scientist,Student Employee - Data Science,part-time,"Charlotte, NC+2 locations",2022-07-17,3.8,
DNV,USA,  Work with peer analysts and data scientists to develop best practices for analytics teams. This role will involve strategic problem solving by synthesizing your…,data scientist,Energy Data Scientist,undefined,"Hybrid remote in Madison, WI 53703",2022-07-17,3.8,85000-143000
John Deere,USA,  Use data mining techniques to analyze high resolution machine and agronomic data in the development and testing of production-ready predictive models.,data scientist,Senior Data Scientist-Remote,,"Remote in Urbandale, IA 50322",2022-07-30,4.0,
Starz,USA,  The Data Scientist understands how to use data science to support practical and actionable business insights. Develop processes for monitoring model performance…,data scientist,Data Scientist,,"New York, NY 10036",2022-07-17,4.0,
US Library of Congress,USA,  Analyses generally support the Enterprise Planning and Management (EPM) initiative to help drive improved planning and management business decisions for the…,data scientist,Data Scientist,undefined,"Washington, DC 20540 (Capitol Hill area)",2022-08-09,4.1,126233-164102
f5,USA,Explore and understand the data collected from our customers' container environment to develop an insightful analytics platform that visualizes the complex…,data scientist,Data Scientist I,full-time,"Remote in San Jose, CA+1 location",2022-07-17,,
Mercury,USA,"Use a variety of exploratory, data visualization, and statistical techniques to uncover actionable insights, including A/B testing, cohort analysis, regression…",data scientist,Data Scientist,full-time,"San Francisco, CA",2022-07-17,3.7,
University of Colorado,USA,"Each of these often require bespoke requests to the data provider organization involving multiple steps including approvals, query programming, data quality…",data scientist,Data Scientist/ Engineer,undefined,"Aurora, CO 80045 (Fitzsimons area)+1 location",2022-07-17,4.0,70000
Retool,USA,"Develop key metrics and ensure observability via dashboards and other relevant tooling. Wellness benefits including mental health, meditation support,…",data scientist,Data Scientist,,"San Francisco, CA",2022-07-30,,
Liberty Mutual Insurance,USA,"Develop expertise in products requiring price segmentation and in available analytic data. You will use machine learning, predictive analytic techniques, and…",data scientist,Data Scientist,undefined,+5 locationsRemote,2022-07-17,3.6,87900-161600
Johns Hopkins Applied Physics Laboratory,USA,"Primarily apply knowledge in machine learning, artificial intelligence, data analysis, and software development to extract insights from data.",data scientist,Data Scientist,full-time,"Laurel, MD 20723+6 locations",2022-07-17,4.0,
Deloitte,USA,"Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…",data scientist,Data Scientist,full-time,"Washington, DC+126 locations",2022-07-24,3.9,
Bose,USA,"The final role is on the data science and analytics team, where you will create insights, develop dashboards, and train machine learning models that guide…",data scientist,Data Engineer/Scientist – Development Program,full-time,+2 locationsRemote,2022-07-17,4.1,
"Marriott International, Inc",USA,Develop and manage KPIs and analytics to monitor and manage the health of the full customer ecosystem. Develop and evolve applications of advanced analytics and…,data scientist,Data Scientist,full-time,"Bethesda, MD (Wisconsin North area)",2022-07-19,4.1,
Iowa State University,USA,Peer reviewed publications in the area of machine learning applications. We also envision the data scientist creating state-of-the-art AI computer vision models…,data scientist,Data Scientist - InTrans,full-time,"Ames, IA",2022-08-06,4.3,
Planned Systems International,USA,"This position analyzes data from multiple sources including data lakes, internal/external data, data warehouses, etc.",data scientist,Data Scientist,,Remote,2022-08-09,3.9,
JCPenney,USA,Bachelor's degree in Computer Science or Statistics and minimum 2 years of hands on experience in data science/machine learning.,data scientist,Junior Data Scientist,full-time,"Plano, TX",2022-07-17,3.6,
Tra'Bian Enterprises,USA,Once the chatbot is created – will uses analytics data from Watson Assistant to provide insights into overall Bot performance and areas of improvement.,data scientist,(5) Data Analyst / Data Scientist,contract,+1 locationRemote,2022-07-17,,
DataSeers,USA,Analyze and visualize data for trends and patterns and interpret data with a clear objective in mind. Research and devise innovative statistical models and…,data scientist,Data Scientist,full-time,"Alpharetta, GA 30005",2022-07-17,,
US Office of the Chief of Staff of the Army,USA,Specialized Experience: One year of specialized experience which includes working with complex data sets to perform analysis of volumes of data; presenting…,data scientist,Data Scientist,undefined,"Temporarily Remote in Arlington, VA",2022-08-09,,106823-138868
Protective Life Corporation,USA,"  As an Associate Data Scientist, you will work with a multidisciplinary team to design and develop innovative analytical products &amp; solutions using data science,…",data scientist,Associate Data Scientist,full-time,"Birmingham, AL",2022-07-17,3.6,
Conde Nast,USA,"  You will work collaboratively with data scientists, machine learning engineers, data engineers, and business stakeholders.",data scientist,Data Scientist I,full-time,"New York, NY+1 location",2022-07-17,4.0,
Millennium Management LLC,USA,"  Analyze, manage, and store vast amounts of datasets from market to alternative data vendors. Communicate and provide data insights to investment teams …",data scientist,Data Scientist,full-time,"New York, NY+3 locations",2022-08-11,4.1,
"Employment Opportunities at BuzzFeed, Inc.",USA,  Lead a group of 3-5 ML scientists and engineers and engage Product Managers and Product Engineers to devise ML roadmaps that grow the product/business.,data scientist,Staff Data Scientist,,"Remote in New York, NY",2022-07-17,,
PayPal,USA,"  We have great benefits including a flexible work environment, employee shares options, health and life insurance and more.",data scientist,Data Scientist,full-time,"Omaha, NE 68128+6 locations",2022-07-29,3.9,
Conduent,USA,  Work in a team of 3-8 under the mentorship of seasoned data architects and data scientists with deep expertise and experience in data related projects and cloud…,data scientist,Data Scientist,undefined,Remote,2022-08-03,2.7,82000-86715
Federal Reserve Bank of Dallas,USA,  Research national best practices for data analytics to make recommendations for our district. Provide the department and the organization with support in…,data scientist,Data Scientist - Natural Language Processing (NLP),full-time,Remote,2022-08-06,3.9,
Upgrade,USA,"  Develop and implement statistical/machine learning models for various business areas, including Credit Risk, Fraud, Marketing, and Operations.",data scientist,Data Scientist,full-time,"San Francisco, CA (Financial District/South Beach area)",2022-07-17,3.2,
Bright Health,USA,"  Bright Data Scientists will use advanced analytics to enhance Bright’s health intelligence platform: improving member health, increasing affordability, and…",data scientist,Data Scientist,,+1 locationRemote,2022-08-13,2.1,
JCPenney,USA,  Master's degree in Computer Science or Statistics and minimum 2 years of hands on experience in data science/machine learning.,data scientist,Distinguished Data Scientist,full-time,"Plano, TX 75024",2022-07-17,3.6,
MarketBridge,USA,"  Mentorship &amp; Training: Help develop and mentor junior analysts and data scientists through on-the-job, project-based training.",data scientist,Data Scientist,full-time,"Hybrid remote in Washington, DC+1 location",2022-07-26,3.9,
Macquarie Group Limited,USA,  Deep practical expertise applying statistical knowledge and machine learning to solve business problems through manipulating and analysing data with SQL and…,data scientist,Data Scientist,full-time,"Philadelphia, NY+1 location",2022-07-27,3.8,
TikTok,USA,"  Experienced in data analyzing, visualization and reporting. Build and governing matrices for fast changing business in an analytical data-driven approach to…",data scientist,"Data Scientist, TikTok Creation &amp; Consumption Product",,"Mountain View, CA 94041 (Old Mountain View area)+62 locations",2022-07-27,3.3,
Baker Hughes,USA,"  Working closely with other data scientists and analytics engineers to propose creative ideas, develop production code, and support team members.",data scientist,Staff Computer Vision and Data Scientist,full-time,"Remote in Billerica, MA 01821",2022-07-17,4.0,
Amex,USA,"  Leveraging Data Quality Detectors, identify and drive improvements to CDE data quality. Provide governance of SOR dependencies and any associated migration…",data scientist,Analyst-Data Science,,"Phoenix, AZ+6 locations",2022-08-16,4.1,
Audible,USA,"  Work closely with other data scientists, ML experts, engineers as well as business across globe, and on cross-disciplinary efforts with other scientists within…",data scientist,Data Scientist - Personalization,full-time,"Hybrid remote in Newark, NJ+4 locations",2022-07-27,4.1,
Verizon,USA,"  Profile the project source data, define or confirm the definition of the metadata, cleanse and accurately check the project data. Experience in ETL in Teradata.",data scientist,Data Scientist,full-time,"Lake Mary, FL 32746+19 locations",2022-08-16,3.9,
Cerner Corporation,USA,"  In this role, some of your responsibilities will be to access, cleanse, compile and transform disparate data sets to conduct exploratory and pre-defined…",data scientist,Data Scientist,,Remote in Missouri,2022-08-09,3.5,
Leaf Logistics,USA,"  Leaf offers a very comprehensive compensation package including competitive base salary, variable compensation and health benefits.",data scientist,Applied Data Scientist (Remote),full-time,Remote,2022-07-17,,
Starr Companies,USA,"  Partner with the Operations, Underwriting, and Engineering teams, and apply your expertise in quantitative analysis, data mining, and machine learning to create…",data scientist,Data Scientist,full-time,"Atlanta, GA",2022-07-17,3.7,
"Kyndryl, Inc.",USA,  Present information using data visualization techniques. Build predictive models and machine-learning algorithms. Combine models through ensemble modeling.,data scientist,Data Scientist,full-time,"Austin, TX+1 location",2022-07-17,3.5,
Veeco,USA,"  Bachelors degree in a relevant field, including electrical, chemical, materials or software engineering, or in physics, chemistry, applied mathematics or…",data scientist,Data Scientist,,"Remote in San Jose, CA",2022-07-17,3.5,
"BioFire Diagnostics, LLC",USA,"  Knowledge of basic statistics, data visualization techniques, databases (SQL), and machine learning. The candidate's primary responsibility will be to provide…",data scientist,Associate Data Scientist III / Data Scientist I,full-time,"Salt Lake City, UT 84108 (East Bench area)",2022-07-17,3.5,
Government of the District of Columbia,USA,"  Qualified applicants must have demonstrated experience and proficiency in more than (1) of the following data science tools Python, SQL, R, etc. to carry out…",data scientist,Data Scientist,undefined,"Washington, DC 20002 (Truxton Circle area)",2022-08-07,3.7,90799-116991
University of Utah,USA,  Collaborating with internal and external partners to define clinical problems that can be solved through clinical text processing. Full Time or Part Time?,data scientist,Data Scientist,undefined,"Salt Lake City, UT 84112 (East Bench area)",2022-07-17,4.2,36.49-62.52
Dartmouth College,USA,"  Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, modeling, clustering, decision trees, neural networks…",data scientist,Data Scientist,undefined,"Hanover, NH",2022-08-06,4.1,76900-96100
Clubhouse,USA,"  In this role, you will play a key part in defining the data culture within Clubhouse and ensure that we have principled, data-driven decision-making processes.",data scientist,"Data Scientist, Product",full-time,Remote,2022-07-17,4.2,
Wings Financial Credit Union,USA,  Employs appropriate statistical and machine learning models to data sets to identify patterns in the data and provide insight into our membership.,data scientist,Data Scientist,full-time,"Apple Valley, MN 55124",2022-07-17,3.8,
The New York Times,USA,"  Reframe business and newsroom objectives as machine learning tasks that can deliver actionable insights, accurate predictions, and effective optimization.",data scientist,Data Scientist,full-time,"New York, NY",2022-08-09,4.0,
MidAmerican Energy,USA,  Builds process mining data models and monitors and optimizes the performance of all data queries to ensure ideal response times. Programming with Python and R.,data scientist,Sr Data Scientist,undefined,"Des Moines, IA 50309 (East Village area)",2022-08-12,3.3,113651-149300
US Office of Surface Mining Reclamation and...,USA,"  To ensure compliance with an applicable preliminary nationwide injunction, which may be supplemented, modified, or vacated, depending on the course of ongoing…",data scientist,Physical Scientist (Data Scientist),undefined,"Green Tree, PA",2022-08-09,,68323-88815
Gayathri's Sandbox,USA,  Experiment engineers will be expected to help define and develop our core software for designing and deploying advanced experiments.,data scientist,Data Scientist,,"Menlo Park, CA",2022-07-17,,
CompStak,USA,  Implement production machine learning pipeline in SaaS environment. Improve and automate complex data ingestion pipelines with ML.,data scientist,Data Scientist,full-time,"New York, NY 10003 (NoHo area)",2022-07-17,,
Booz Allen Hamilton,USA,"  You’ll learn how to write scripts to integrate data, conduct exploratory data analysis to discover hidden trends, apply machine learning to train predictive…",data scientist,"Technical Excellence Data Scientist, Junior",,"McLean, VA 22102+66 locations",2022-08-16,3.9,
Edgestream,USA,"  Edgestream is looking for a Data Scientist with strong engineering and analytics skills, to become a high-impact member of our data team.",data scientist,Data Scientist,,"New York, NY+1 location",2022-07-17,,
Soaren Management,USA,  We are currently looking for an experienced Data Scientist with deep technical and statistical knowledge and a proven track record to drive business value using…,data scientist,Data Scientist,full-time,"Hybrid remote in Phoenix, AZ",2022-08-12,3.8,
Paramount Networks International,USA,"  Experience of working on a project end-to-end: problem scoping, data gathering, EDA, modelling, insights and visualizations.",data scientist,Data Scientist,full-time,"New York, NY 10036+2 locations",2022-08-12,3.9,
Source Enterprises,USA,  Stay current on modern trends and advances in data mining technology. Work with our industry experts to gain unrivaled knowledge at both the strategic level …,data scientist,Data Scientist,part-time,"New York, NY 10036 (Midtown area)",2022-07-17,4.3,
ANALYTOS,USA,"  Designs and drives the creation of new standards and best practices in the use of statistical data modeling, big data and optimization tools.",data scientist,Junior Data Scientist,,"Austin, TX",2022-07-17,,
Afterpay,USA,"  You will also analyze business performance, deliver data driven business insights for decision making, and provide insights on product features, services (as…",data scientist,Data Scientist,full-time,"Remote in New York, NY+4 locations",2022-07-28,3.7,
ASSURANCE,USA,"  Eligibility to participate in the bonus or commission plans is subject to the rules governing those programs, whereby an award, if any, depends on various…",data scientist,Data Scientist,undefined,"Seattle, WA 98155",2022-07-17,3.1,110000-160000
EQUINOX,USA,  Excellent critical thinking skills to help transform data into products and insights through data storytelling and visualization.,data scientist,Data Scientist - Equinox Fitness Clubs,,"New York, NY",2022-07-17,3.6,
IWCO Direct,USA,"  We maximize the effectiveness of marketing campaigns by staying abreast of the latest marketing trends, using data analytics to understand consumer behavior,…",data scientist,Data Scientist,full-time,"Chanhassen, MN 55317",2022-07-27,3.2,
Expedia Group,USA,"  Apply your expertise in quantitative analysis, data visualization, statistical methods, and data mining to understand Finance data within both established and…",data scientist,"Data Scientist II, Analytics",full-time,"Seattle, WA 98119 (Queen Anne area)+8 locations",2022-08-10,3.9,
"Fiserv, Inc.",USA,"  (3) Recommend statistical or machine learning methods to solve the data issues. (7) Develop advanced deep learning algorithms for merchant data cleansing, data…",data scientist,Data Scientist,full-time,"San Jose, CA+3 locations",2022-07-17,3.4,
Square,USA,  [Bonus] Experience applying both data-backed heuristics and machine-learning techniques to solve personalization and recommendation problems.,data scientist,"Data Scientist, International Payments",full-time,"New York, NY+2 locations",2022-08-04,3.7,
