company_name,country,job_description,job_field,job_title,job_type,non_remote_location,post_date,rating,salary
Georgian College,Canada,  Coordinating the shipment of final marketing or communication materials. Experience drafting and producing multi-country communications and marketing products.,marketing specialist,Marketing Specialist (Multiple Vacancies),undefined,"Barrie, ON",2022-08-10,4.3,30.56
McMaster University,Canada,"  Support the development of campaigns and program marketing plans with clearly defined goals, objectives, target audience, marketing mediums, and performance…",marketing specialist,Marketing Specialist,,"Hamilton, ON",2022-08-04,4.3,
HYY Health Ltd.,Canada,"  Health care institution, facility or clinic. Act as spokesperson for an organization. Advise clients on advertising or sales promotion strategies.",marketing specialist,marketing specialist - advertising,undefined,"Remote in Victoria, BC",2022-08-14,,30.50
Canadian Red Cross,Canada,  Create and deploy marketing and information updates related to CRC. Responsibility 1: Own and manage the email marketing program for Emergency Management.,marketing specialist,Specialist - Email Marketing,undefined,Remote in Canada,2022-07-17,4.0,27.89-40.67
EY,Canada,  Professional services marketing experience preferred. Knowledge of digital marketing and social media. Conduct market research to support sales and marketing…,marketing specialist,Marketing Specialist,,"Remote in Toronto, ON",2022-07-17,4.0,
Tiny Mile,Canada,"  Initiate marketing campaigns and strategy. 3+ years of experience in marketing. Understanding of marketing automation systems, nurture programs and dynamic…",marketing specialist,Marketing Specialist,,"Remote in Toronto, ON",2022-08-03,,
Titan Innovations Inc,Canada,"  Advertising, marketing and public relations agency. Act as spokesperson for an organization. Advise clients on advertising or sales promotion strategies.",marketing specialist,digital marketing specialist,undefined,"Remote in Surrey, BC",2022-07-30,,28
Air Miles,Canada,"  Minimum of 1-2 years of directly related work experience in a digital marketing agency or client experience in direct, interactive and promotional marketing.",marketing specialist,Marketing Delivery Specialist,full-time,"Temporarily Remote in Toronto, ON",2022-07-17,3.5,
Cushman &amp; Wakefield,Canada,  Collaborate with other marketing colleagues to develop internal support network and participate in broader marketing training sessions to understand and utilize…,marketing specialist,Marketing Specialist,full-time,"Calgary, AB",2022-07-27,3.7,
Abbey Road Restaurant &amp; Tap House Ltd.,Canada,"  Advise clients on advertising or sales promotion strategies. Answer written and oral inquiries. Assist in the preparation of brochures, reports, newsletters and…",marketing specialist,digital marketing specialist,undefined,"Abbotsford, BC",2022-08-09,,28
C.A.T. inc.,Canada,  Analyze and measure website &amp; marketing campaign results to optimize performance. Deploy the annual marketing plan and regularly adjust campaigns to capitalize…,marketing specialist,Digital Marketing Specialist,full-time,"Quebec City, QC",2022-07-17,3.0,
Red Bull,Canada,  2 – 4 years marketing experience or experience in a marketing related field. Create and deliver a regional marketing plan in line with the national strategy to…,marketing specialist,Field Marketing Specialist – Consumer Collecting (m/w/d),full-time,"Ottawa, ON",2022-07-17,4.0,
University of Toronto,Canada,  Coordinating and implementing marketing and communications plans. Your exceptional communications skills and your ability to shape compelling content will help…,marketing specialist,Marketing Content Specialist,full-time,"Toronto, ON",2022-08-12,4.3,
Ryerson University,Canada,"  Accountable for all paid and organic digital marketing initiatives. Measure performance of all digital marketing campaigns, and assess against goals and KPIs.",marketing specialist,Digital Marketing Specialist - DMZ,undefined,"Hybrid remote in Toronto, ON",2022-08-10,4.4,71284
Makeship,Canada,"  Obsess over the tracking and measurement of our email marketing and digital/social ad efforts, including marketing attribution and ROI of marketing spend.",marketing specialist,Digital Marketing Specialist,full-time,"Remote in Toronto, ON",2022-07-21,,
EY,Canada,"  Bachelor's degree in marketing, digital marketing or business administration. In-depth knowledge of martech capabilities spanning platforms (Google, LinkedIn,…",marketing specialist,Marketing Website Specialist,,"Remote in Toronto, ON",2022-07-17,4.0,
Loblaw Companies Limited,Canada,"  Knowledge of general marketing strategy and business principles. Delivering on day-to-day marketing activities, timeline management and plan execution.",marketing specialist,"Specialist, Brand Marketing",full-time,"Brampton, ON",2022-07-27,3.4,
Prospek,Canada,"  Advise clients on advertising or sales promotion strategies. Assist in the preparation of brochures, reports, newsletters and other material.",marketing specialist,digital marketing specialist,undefined,"Remote in Montréal, QC",2022-08-02,,62000
Xtreme Media Inc,Canada,"  Business Administration, Management and Operations, Other. Answer written and oral inquiries. Assist in the preparation of brochures, reports, newsletters and…",marketing specialist,Digital marketing specialist,,"Remote in Mississauga, ON",2022-08-13,,
TimeTrex,Canada,"  Play an active role in creating, planning, marketing and executing webinars. Proven work experience in digital marketing with emphasis on upholding quality…",marketing specialist,Digital Marketing Specialist,full-time,"Remote in West Kelowna, BC",2022-07-17,,
Ridley College (Canada),Canada,"  2 – 5 years of experience working in a marketing department, marketing agency setting, non-profit or educational institution.",marketing specialist,Strategic Marketing Specialist,full-time,"St. Catharines, ON",2022-08-16,,
TOKEN STUDIO INC.,Canada,  Act as spokesperson for an organization. Advise clients on advertising or sales promotion strategies. Answer written and oral inquiries.,marketing specialist,digital marketing specialist,undefined,"Richmond, BC",2022-07-17,,28
Colliers International,Canada,  Work with marketing service lines leads and brokerage team to project manage and execute project marketing efforts. Manage marketing inbox when needed.,marketing specialist,"Marketing Specialist, Marketing Studio",full-time,"Toronto, ON",2022-07-17,3.8,
ActivateIT,Canada,  The Email Marketing Specialist manages dynamic email marketing campaigns targeted to advisors and consumers and provides leadership and email best practice…,marketing specialist,Email Marketing Specialist,full-time,"Greater Toronto Area, ON",2022-07-17,,
The Food Bank of Waterloo Region,Canada,  Coordinate marketing activities for events. Develop and implement digital marketing strategies. Support annual marketing &amp; communications plan.,marketing specialist,Digital Marketing Specialist,full-time,"Kitchener, ON",2022-08-16,,
Jones Healthcare Group,Canada,"  2+ years of experience in communications and/or marketing with a focus on content creation. Degree/diploma in marketing, communications or a related discipline …",marketing specialist,Content Marketing Specialist,full-time,"London, ON",2022-07-21,,
NOKIA,Canada,  Make recommendations for our marketing campaigns. The Enterprise Campaign Management team at Nokia is seeking a co-op student for the position of Digital…,marketing specialist,Digital Marketing Specialist Student,full-time,"Hybrid remote in Ottawa, ON",2022-08-16,4.1,
Canadian Tire Corporation,Canada,"  Assist in the development of yearly cooperative marketing plans in partnership with marketing, sales, buying and product teams.",marketing specialist,Strategic Marketing Specialist,full-time,"Calgary, AB",2022-08-13,3.6,
BlueShore Financial,Canada,  Proficient working with digital marketing analytics to adapt and refine online marketing and communication tactics. Job Category: Marketing and Communications.,marketing specialist,Digital Marketing Specialist,full-time,"North Vancouver, BC+1 location",2022-07-19,4.1,
Armour Insurance Brokers Ltd,Canada,"  Assist in the preparation of brochures, reports, newsletters and other material. Co-ordinate special publicity events and promotions.",marketing specialist,marketing specialist - advertising,undefined,"Mississauga, ON",2022-08-16,,26
QxMD Software Inc.,Canada,"  Assist in the preparation of brochures, reports, newsletters and other material. Develop, implement and evaluate communication strategies and programs.",marketing specialist,content marketing specialist,undefined,"Remote in Vancouver, BC",2022-07-21,,60000-70000
BC Cancer Foundation,Canada,"  Develop and implement comprehensive email marketing programs. Minimum of five years’ experience in a role that involves email marketing, user experience and…",marketing specialist,Digital Marketing Specialist,full-time,"Vancouver, BC",2022-08-05,4.0,
"Canadian Bank Note Company, Limited",Canada,  Success in this position will require at least 2 years’ experience in creating and executing a variety of digital marketing campaigns and a solid understanding…,marketing specialist,Digital Marketing Specialist,full-time,"Ottawa, ON",2022-08-13,3.7,
Sinai Health,Canada,  Evaluate and measure the success of your work to ensure continual adjustments and improvements are made in the way we deliver effective marketing and…,marketing specialist,Communications &amp; Marketing Specialist,full-time,"Toronto, ON",2022-08-04,4.2,
Cercling,Canada,"  You will work with the marketing team to implement communications plans that capture customer interest, new user growth and other marketing objectives.",marketing specialist,Communications &amp; Marketing Specialist Intern,undefined,"Remote in Toronto, ON",2022-08-15,,19.50
Nexusky Sales Pty Ltd,Canada,  2+ years experience working in marketing or advertising. Creating and monitoring a variety of email marketing campaigns. Usual work time: 9:30 am to 5 pm.,marketing specialist,Digital Marketing Specialist,undefined,"Calgary, AB",2022-08-12,,23-28
Loblaw Companies Limited,Canada,"  Ensure that all marketing collaterals and materials adhere with marketing compliance standards and processes. A passion for beauty, marketing, and Shoppers Drug…",marketing specialist,"Marketing Specialist, Beauty",full-time,"Toronto, ON+1 location",2022-08-06,3.4,
RC Design,Canada,"  Minimum of 3 years of relevant digital marketing experience. Create, define and manage various elements of a client’s direct marketing strategy.",marketing specialist,Digital Marketing Specialist,full-time,"Remote in Newmarket, ON",2022-07-17,,
Brookfield Properties,Canada,"  High-level knowledge of digital marketing channels, emerging technology, and B2C marketing trends. Knowledge of retail marketing strategies as an asset.",marketing specialist,Digital Marketing Specialist,full-time,"Calgary, AB",2022-08-04,3.7,
SpeakEasy Growers,Canada,  Plan and direct advertising and marketing campaigns. Advise clients on advertising or sales promotion strategies. Answer written and oral inquiries.,marketing specialist,MARKETING SPECIALIST - ADVERTISING,undefined,"Rock Creek, BC",2022-08-05,,29
Compassion Canada,Canada,  Provide solutions to email marketing questions and concerns. Proactively highlight new opportunities for email marketing.,marketing specialist,Email Marketing Specialist,full-time,"Remote in London, ON",2022-07-17,4.7,
Toromont CAT,Canada,  Perform ad hoc marketing analyses and DBS queries as required to support sales and marketing initiatives. Develop and maintain expertise in Caterpillar product…,marketing specialist,Marketing Program Specialist,full-time,"Pointe-Claire, QC",2022-08-09,3.6,
Canada Tax Reviews,Canada,"  Develop marketing campaigns and strategies. Experience with social media marketing. Setup marketing campaigns using Google, Facebook, and other platforms of…",marketing specialist,Marketing Specialist,undefined,"Toronto, ON",2022-08-12,,50000-55000
Univar Solutions Canada LTD,Canada,  Post-secondar education in communications or marketing. Ensure all promotional and marketing materials meet NexusBioAg brand standards.,marketing specialist,"Marketing &amp; Communication Specialist, NexusBioAg",,"Winnipeg, MB",2022-07-26,3.3,
PAL Airlines,Canada,"PAL Airlines grew out of a renowned flight school based in St. John's, Newfoundland and Labrador, and has since become one of the largest independent airlines…",marketing specialist,Junior Digital Marketing Specialist,full-time,"Montréal, QC",2022-08-06,3.7,
Impacte Affaires,Canada,"  Academic: college diploma in business marketing, public relations, communications is required. Experienced in advertising, marketing and public relations the…",marketing specialist,Marketing Specialist,,"Montréal, QC",2022-07-17,,
L'Oreal,Canada,  Make regular visits in-store to see competitive sets/displays and report learnings. Gather information from Field team and Beauty advisors about competition and…,marketing specialist,Retail Marketing Specialist,full-time,"Montréal, QC",2022-07-17,4.1,
GN Group,Canada,"  Assist in the development, coordination and execution of marketing plans and public relation opportunities including digital marketing initiatives and campaigns…",marketing specialist,Marketing Specialist,full-time,"Toronto, ON",2022-07-17,,
British Columbia Institute of Technology (BCIT),Canada,  Monitors and manages budgets relating to marketing and communications activities outlined in the school marketing plans. Account Management and Client Service:,marketing specialist,Marketing &amp; Digital Specialist,undefined,"Hybrid remote in Burnaby, BC",2022-07-20,4.0,61268-66481
Lake Country Co-operative Ltd.,Canada,"  You have experience in creating and executing direct marketing campaigns/programs, e-marketing and social media marketing.",marketing specialist,Professional Services (Marketing Specialist) - Administrativ...,full-time,"Prince Albert, SK",2022-08-11,,
"Yardi Systems, Inc.",Canada,  Use your marketing expertise to develop and execute effective corporate event strategy and marketing plans for Yardi’s Marketing Team!,marketing specialist,Marketing Campaign Specialist,full-time,"Toronto, ON",2022-07-17,4.0,
Upland Software,Canada,  Bachelor’s degree in marketing/business or equivalent preferred. Knowledge of landing page and email marketing best practices is strongly preferred.,marketing specialist,Marketing Operations Specialist,full-time,Remote,2022-07-17,3.4,
Metro Inc.,Canada,"  2+ years of relevant marketing experience in a corporate or agency environment. 3 - 5 years relevant marketing, communications, or event planning experience.",marketing specialist,Local Marketing Specialist - Contract,,"Toronto, ON",2022-08-04,3.5,
HR Infocare Group,Canada,  Develops &amp; executes regular email marketing campaigns. Develops &amp; executes comprehensive digital marketing campaigns across multiple platforms.,marketing specialist,Digital Marketing Specialist,full-time,"Winnipeg, MB",2022-07-17,,
Brookfield Properties,Canada,  Create email marketing campaigns to promote products or services. Track and analyze direct and interactive marketing campaigns.,marketing specialist,Email Marketing Specialist,full-time,"Toronto, ON",2022-07-17,3.7,
LED Smart Inc.,Canada,"  Advise clients on advertising or sales promotion strategies. Answer written and oral inquiries. Assist in the preparation of brochures, reports, newsletters and…",marketing specialist,MARKETING SPECIALIST - ADVERTISING,undefined,"Surrey, BC",2022-08-14,,45000
EY,Canada,"  Bachelor's degree in marketing, digital marketing, communications or social media. 4+ years of professional brand marketing experience; agency or client…",marketing specialist,National Marketing Specialist - Employer Brand,,"Toronto, ON",2022-07-17,4.0,
Calgary Co-Op,Canada,  Responsible for understanding and overseeing the full personalized offer data flow between various marketing systems.,marketing specialist,Loyalty Marketing Specialist,full-time,"Calgary, AB",2022-07-29,3.5,
Flahmingo,Canada,"  Develop relationships with internal teams (compliance, marketing, finance and tech) to help solve customer issues. Excellent written and verbal English skills.",marketing specialist,Customer Experience Specialist,full-time,"Remote in Calgary, AB",2022-08-03,,
Shamaim,Canada,"  Maintain consistent brand messaging throughout all marketing platforms. Plan and execute all digital marketing, including marketing database, email, social…",marketing specialist,Digital Marketing Specialist,,"Remote in Toronto, ON+1 location",2022-08-12,,
Money In Motion,Canada,"  Relevant work experience in sales, marketing, promotions or telemarketing preferred. Interest and knowledge of the equipment leasing industry would be an asset…",marketing specialist,Internal Marketing Specialist,,"Greater Sudbury, ON",2022-07-17,,
Vidyard,Canada,"  You love marketing automation, building campaigns, and all things MarTech. Possess a university degree or college diploma in business, marketing, or related…",marketing specialist,Marketing Email &amp; Campaign Delivery Specialist,full-time,+1 locationRemote,2022-07-27,3.1,
Jane.app,Canada,"  Carrying out partner marketing initiatives, working with internal teams including marketing, support, and product. Looking forward to prioritizing our work.",marketing specialist,Partner Marketing Specialist,full-time,Remote in Canada,2022-08-11,,
Achievers,Canada,  Proven experience delivering effective marketing campaigns. The digital marketing specialist’s role primary function will be to support the website marketing…,marketing specialist,Web Marketing Specialist,full-time,"Toronto, ON",2022-07-17,4.0,
Institute On Governance,Canada,  The Marketing and Communications Business will manage the development and execution of the IOG’s marketing and communication strategy.,marketing specialist,Marketing and Communications Specialist,undefined,"Ottawa, ON",2022-08-15,,60000-80000
Redstone Agency,Canada,"  Conduct research on key marketing campaigns, assess their effectiveness and develop inbound marketing reports through HubSpot. Paid sick days and personal days.",marketing specialist,Content &amp; Inbound Marketing Specialist,,"Toronto, ON",2022-07-27,2.0,
HDR,Canada,"  Support development of non-proposal marketing materials, including presentations, reports and brochures. Schedule and manage proposal kick-off, ongoing proposal…",marketing specialist,Marketing Specialist,full-time,"Richmond Hill, ON",2022-07-22,3.8,
TransLink,Canada,"  Requires three (3) years of experience in progressively senior marketing role, including experience in the strategic develpmet of the corporate marketing plans…",marketing specialist,Corporate Marketing Specialist - FTT,undefined,"Metro Vancouver Regional District, BC",2022-07-17,3.7,6459
"FOX Factory, Inc.",Canada,  Campaign Support: Liaise with product and brand marketing teams to amplify campaign distribution and engagement through all email channels.,marketing specialist,Email Marketing Specialist,full-time,"Burnaby, BC",2022-07-26,,
KPMG,Canada,"  2 + years in a marketing automation role, including Salesforce Marketing Cloud. Partnering up with these production and marketing teams, you will help to define…",marketing specialist,"Specialist, Marketing Automation",full-time,"Hybrid remote in Toronto, ON",2022-08-07,3.9,
The Cadillac Fairview Corporation Limited,Canada,  Experience in content creation and copywriting on digital marketing platforms. 1-3 years of marketing experience with 1+ years of data driven digital marketing…,marketing specialist,Marketing Specialist - Digital Web,full-time,"Toronto, ON",2022-07-17,3.7,
Levi Strauss &amp; Co.,Canada,  Strategic thinker with extensive experience managing integrated marketing programs. Manage collection and distribution of marketing copy and image assets.,marketing specialist,"Marketing Specialist, Wholesale, Levi's and Signature",full-time,"Richmond Hill, ON",2022-07-17,3.9,
KPMG,Canada,"  Collaborate with our in-house digital marketing team on website maintenance, drive social media content and aspects of our marketing campaigns and programs.",marketing specialist,Marketing Specialist- Financial Services,full-time,"Toronto, ON",2022-07-17,3.9,
CTC Logistics( Canada) Inc.,Canada,"  Advise clients on advertising or sales promotion strategies. Answer written and oral inquiries. Assist in the preparation of brochures, reports, newsletters and…",marketing specialist,marketing specialist - advertising,undefined,"Remote in Richmond, BC",2022-07-17,,31
MSI,Canada,  Work cooperatively with marketing/sales teams and headquarters to develop and implement marketing activities and plans.,marketing specialist,Marketing Specialist,full-time,"Markham, ON",2022-07-17,,
Buildya Development Ltd.,Canada,"  Advise clients on advertising or sales promotion strategies. Answer written and oral inquiries. Assist in the preparation of brochures, reports, newsletters and…",marketing specialist,marketing specialist - advertising,undefined,"North Vancouver, BC",2022-08-07,,31
Schneider Electric,Canada,  Improves marketing effectiveness by focusing on process continuous improvement. Cooperate with Marketing communication to create the marketing communications…,marketing specialist,Offer Marketing Specialist - Power Systems,full-time,"Mississauga, ON",2022-08-10,3.9,
Ahava Digital Group,Canada,"  Ensure creative marketing materials undergo regular review and adhere to brand guidelines. Develop and communicate marketing plans, campaign results, and…",marketing specialist,Digital Marketing Specialist,full-time,"Remote in Kitchener, ON",2022-07-17,,
The Dufresne Group,Canada,"  2+ years of experience as a digital marketing specialist or similar role, or 4+ years of experience in lieu of formal education.",marketing specialist,Digital Marketing Specialist,,"Winnipeg, MB",2022-08-03,3.7,
Thompson Rivers University,Canada,  Creating and executing marketing plans for events. Designing marketing materials and updating the web and social media outlets.,marketing specialist,"Events and Marketing Support Specialist, FSD",part-time,"Kamloops, BC",2022-08-06,4.4,
Mercedes-Benz Winnipeg,Canada,  We are looking for a professional Marketing/Visual Specialist that is able to handle a flexible workload with maturity and experience.,marketing specialist,Marketing / Visual Specialist - Winnipeg,,"Winnipeg, MB",2022-07-23,4.0,
Pioneer Distribution,Canada,"  Planning, execution, measurement and reporting of digital marketing and social strategy. Pioneer Distribution is seeking a full time Digital Marketing…",marketing specialist,Digital Marketing Specialist,undefined,"Burlington, ON",2022-08-12,,60000
Omnicom Canada Corp,Canada,"  Advertising, marketing and public relations agency. Advise clients on advertising or sales promotion strategies. Answer written and oral inquiries.",marketing specialist,"specialist, advertising",undefined,"Remote in Toronto, ON",2022-08-16,,31.25
Siemens,Canada,  Great passion and aptitude for the convergence of marketing/communications with technology. You will support in leveraging the Eloqua Marketing Automation…,marketing specialist,"Jr. Communications Specialist, New graduate, 1- year Contrac...",temporary,"Remote in Oakville, ON",2022-08-13,4.0,
Canada Glory Immigration Ltd.,Canada,"  Act as spokesperson for an organization. Answer written and oral inquiries. Assist in the preparation of brochures, reports, newsletters and other material.",marketing specialist,MARKETING SPECIALIST - ADVERTISING,undefined,"Vancouver, BC",2022-07-17,,29
Federated Cooperatives Limited,Canada,  You will work collaboratively with internal marketing and various lines of business to implement the loyalty marketing strategy and campaigns.,marketing specialist,Senior Specialist Loyalty Marketing,full-time,"Remote in Vancouver, BC+2 locations",2022-08-15,3.4,
YETI,Canada,"  At least 2 years of experience in email marketing, digital marketing, or related fields. Experience in SMS and MMS marketing.",marketing specialist,CRM Email &amp; Marketing Specialist,,"Toronto, ON",2022-07-17,,
TELUS,Canada,"  Leveraging marketing technology you will execute lead nurture, promotional, lifecycle, and other customer marketing tactics by building marketing emails,…",marketing specialist,Email Marketing Specialist - TELUS Health,full-time,"Montréal, QC",2022-07-17,3.9,
Porter Airlines Inc.,Canada,"  You will also be involved in the technical implementation and troubleshooting of data-driven marketing efforts, working closely with the Data and Technology…",marketing specialist,CRM and Email Marketing Specialist,,"Toronto, ON",2022-07-17,3.5,
LogiSense Corporation,Canada,  Working with the marketing and sales team to conceptualize and define content goals. Creating new and engaging content and marketing copy to use across social…,marketing specialist,Marketing Specialist,,"Remote in Cambridge, ON",2022-07-17,4.0,
The Cadillac Fairview Corporation Limited,Canada,  Experience in content creation and copywriting on digital (email) marketing platforms. 1-3 years of marketing experience with 1+ years of data driven digital…,marketing specialist,Marketing Specialist - Digital Email,full-time,"Toronto, ON",2022-07-17,3.7,
RedRhino,Canada,"  Experience with email marketing platforms such as Salesforce Marketing Cloud, MailChimp, and Constant Contact. The Rhinos are nice people with loads of talent.",marketing specialist,Digital Marketing Specialist,full-time,"London, ON",2022-07-17,,
Innovatia,Canada,"  You will conduct market research, analyze trends, reinforce our brand image, and help define the organizations digital marketing strategy.",marketing specialist,Digital Marketing Specialist,full-time,"Saint John, NB+1 location",2022-07-17,3.1,
Community Sector Council NL,Canada,  Formal communications and marketing education and experience. Management skills to handle multiple priorities within tight timelines.,marketing specialist,"Event Planning, Communications, and Engagement Specialist",undefined,"St. John's, NL",2022-07-17,,50000-60000
Thane Canada,Canada,  Excellent project management skills and understanding of brand and content marketing best practices. The ideal candidate will be responsible for growing revenue…,marketing specialist,Jr. Email Marketing Specialist,undefined,"Temporarily Remote in Mississauga, ON",2022-08-10,,50000-55000
Borrowell,Canada,"  Be the face &amp; voice of Borrowell's marketing team in partner meetings &amp; discussions. The first in Canada to offer free credit scores, Borrowell provides…",marketing specialist,Email Marketing Specialist,full-time,"Toronto, ON+1 location",2022-08-11,,
Beeta International Education Group Inc.,Canada,"  College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years. Act as spokesperson for an organization.",marketing specialist,MARKETING SPECIALIST - ADVERTISING,undefined,"Vancouver, BC",2022-07-17,,28
York University,Canada,"  Demonstrated effective experience in aligning dynamic web content with marketing and strategic goals. Reporting to the Manager, Communications and Marketing,…",marketing specialist,Web Content Optimization Specialist,undefined,"Toronto, ON",2022-08-10,4.2,60343
Palmerston Moving,Canada,  Act as spokesperson for an organization. Advise clients on advertising or sales promotion strategies. Answer written and oral inquiries.,marketing specialist,marketing specialist - advertising,undefined,"Mississauga, ON",2022-08-05,,31.30
Canadian Institute of Management and Technology,Canada,  CIMT College is looking for a marketing specialist who will be responsible for developing and executive integrated marketing campaigns for generating quality…,marketing specialist,Marketing Specialist,,"Mississauga, ON",2022-08-05,4.7,
Birchwood Automotive Group,Canada,"  We are looking for someone with an attention to detail and love for digital platforms and creating content. This is a full-time position based in our Winnipeg,…",marketing specialist,Social Marketing Specialist,full-time,"Winnipeg, MB",2022-07-30,3.1,
Design Shopp,Canada,"  Experience with the Mailchimp email marketing platform. Previous experience in social media, marketing, communications, or a related field is required.",marketing specialist,Marketing Content and Social Media Specialist,full-time,"Montréal, QC",2022-07-17,,
Graphically Speaking,Canada,"  Implementing strategies applying best practices in SEO, social media marketing, email marketing, online advertising and conversion optimization.",marketing specialist,Digital Marketing Specialist,,"Vancouver, BC",2022-07-17,4.5,
Fantuan,Canada,"  Bachelor degree or above, marketing major is preferred; Gain insights into mainstream North American official accounts, forums and other media, develop and…",marketing specialist,Marketing Communications Specialist,,"Vancouver, BC",2022-07-17,3.5,
TELUS,Canada,"  As part of TELUS Retail Limited, you will assist a high performing and growing team of Account Managers responsible for the sell-in and sell-through of prepaid…",marketing specialist,"Marketing Specialist, National Retail - Accounts",full-time,"Toronto, ON",2022-08-11,3.9,
Stantec,Canada,"  Work closely with our technical staff, marketing, and business development teams to support our business development and marketing operations with compelling…",marketing specialist,"Marketing Specialist, Infrastructure",full-time,"Toronto, ON+1 location",2022-07-17,3.7,
SSENSE,Canada,"  The ideal candidate is highly analytical, possesses strong project management and networking skills, is comfortable with online marketing measurement practices…",marketing specialist,Senior PPC (Pay-Per-Click) Specialist,full-time,"Montréal, QC+1 location",2022-08-14,3.1,
BCLC,Canada,"  Strong marketing communications skills and ability to deliver integrated marketing campaigns; Experience in marketing, experiential marketing, advertising and…",marketing specialist,"Senior Specialist, Experience Marketing",full-time,"Remote in Vancouver, BC",2022-07-17,3.4,
Sobeys,Canada,  Supports Marketing to ensure private label presence in the national marketing calendar. The Specialist Brand Manager will execute and manage the Private Label…,marketing specialist,Specialist Brand Management,full-time,"Mississauga, ON",2022-08-12,3.6,
Canucks Sports &amp; Entertainment,Canada,"  Working with fellow marketing channel specialists to develop marketing automation campaigns that serve targeted, timely, relevant customer journeys that drive…",marketing specialist,Digital Marketing Specialist,full-time,"Vancouver, BC",2022-07-17,4.1,
Colliers International,Canada,"  In-depth experience with search engine marketing, display advertising networks and retargeting. You will be assisting with business development proposals,…",marketing specialist,Digital Marketing Specialist,full-time,"Toronto, ON",2022-07-17,3.8,
Seneca College of Applied Arts and Technology,Canada,  Leverages senior-level digital marketing expertise to make recommendations on digital marketing platforms and strategies to support marketing and enrolment…,marketing specialist,Marketing Specialist,undefined,"North York, ON",2022-07-17,4.3,41.96-48.66
Toronto Humane Society,Canada,"  Degree or Diploma in marketing, digital marketing or related field. Digital marketing role: 3 years (preferred). Flexible hours including evenings and weekends.",marketing specialist,Social Media Specialist,undefined,"Remote in Toronto, ON",2022-08-10,3.2,40000-60000
Electronic Arts,Canada,  Intimate understanding of traditional and emerging marketing channels. MBA or advanced marketing degree from a reputable university.,marketing specialist,"Marketing Specialist, Worldwide External Development",temporary,"Vancouver, BC",2022-08-11,3.8,
Uniway Computer,Canada,"  Advise clients on advertising or sales promotion strategies. Answer written and oral inquiries. Assist in the preparation of brochures, reports, newsletters and…",marketing specialist,marketing specialist - advertising,undefined,"Edmonton, AB",2022-08-10,,34
EDC,Canada,"  As a marketing data measurement specialist, you will be responsible for developing and deploying measurement frameworks across the entire marketing, with a…",marketing specialist,Marketing Data Measurement Specialist,undefined,"Ottawa, ON",2022-07-27,3.8,62000-109000
